number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,city,zip code,cost rank
3,1.75,2870,1840,1.5,1907,Seattle,WA 98144,4
4,2.5,2810,2810,2,1989,Bellevue,WA 98006,4
4,3.5,3530,2570,2,1987,Kirkland,WA 98034,4
3,1.5,1270,1270,2,2012,Seattle,WA 98108,1
3,1,1200,1200,1,1943,Tukwila,WA 98168,1
5,2.5,1740,1740,1,1959,Des Moines,WA 98198,1
3,1.5,1090,1090,1,1968,Covington,WA 98042,1
2,1.75,880,880,1,1945,Seattle,WA 98178,1
3,2,1340,1340,1,1931,SeaTac,WA 98168,1
3,1.75,1580,1580,1,1967,Federal Way,WA 98003,1
3,2.25,1650,1650,2,1985,Kent,WA 98031,1
2,1,870,870,1,1940,Seattle,WA 98146,1
6,3,2180,2180,2,1980,Federal Way,WA 98003,1
4,1.75,1450,1180,1.5,1962,Tukwila,WA 98168,1
3,1,1170,1170,1,1968,Renton,WA 98059,1
3,1.75,1230,1230,1,1984,Covington,WA 98042,1
3,1,1000,1000,1,1968,Kent,WA 98042,1
2,1.75,1500,1500,1,1963,Covington,WA 98042,1
3,2,1310,1310,1,1990,Covington,WA 98042,1
4,2.5,2000,2000,2,1989,Kent,WA 98042,1
3,1.75,1390,1390,1,1962,Federal Way,WA 98023,1
3,1.75,1760,1760,1,1966,Federal Way,WA 98023,1
3,1,1620,1620,1.5,1928,Seattle,WA 98168,1
3,1.75,1840,1240,1,1976,Kent,WA 98031,1
4,2.5,2540,2540,2,1977,Kent,WA 98032,1
2,1,1180,1180,1,1949,Shoreline,WA 98133,1
3,1,1080,1080,1,1952,Shoreline,WA 98133,1
2,1,1010,1010,1,1925,North Bend,WA 98045,1
3,2.5,1660,1660,2,2003,Kent,WA 98042,1
3,2.75,1100,780,2,2008,Seattle,WA 98106,1
3,1,1150,990,1,1932,Shoreline,WA 98155,1
2,2,1610,1610,2,1930,Tukwila,WA 98178,1
3,1,880,880,1.5,1946,Shoreline,WA 98155,1
2,1,1060,1060,1,1951,Shoreline,WA 98155,1
4,2.5,2620,2620,2,2008,Covington,WA 98042,2
4,2.5,1840,1840,2,2004,Kent,WA 98031,2
3,2.5,2540,2540,2,2006,Kent,WA 98042,2
5,3,2300,2300,2,2013,Federal Way,WA 98001,2
3,2.5,2280,2280,2,1998,Auburn,WA 98001,2
4,2.25,2010,2010,2,1975,Covington,WA 98042,2
4,1.75,2110,1170,1,1975,Renton,WA 98058,2
3,1,1030,1030,1,1969,Woodinville,WA 98072,2
3,2.5,2242,2242,2,2011,Auburn,WA 98092,2
4,1.5,1150,1150,1.5,1970,Kirkland,WA 98034,2
3,1.75,1310,1310,1,1993,Renton,WA 98059,2
3,1.5,1420,1140,2,2008,Seattle,WA 98144,2
3,1,1140,1140,2,1904,Seattle,WA 98144,2
3,3.75,1950,1360,1,1959,Seattle,WA 98178,2
3,2.5,2110,2110,2,1989,Kent,WA 98042,2
3,1.75,1270,880,1,1950,Burien,WA 98146,2
3,1,1270,1270,1,1955,Bothell,WA 98011,2
3,2,2420,1210,1,1949,Issaquah,WA 98027,2
7,3,2800,1400,1,1963,Renton,WA 98056,2
3,1.75,1660,1660,1.5,1957,Shoreline,WA 98133,2
4,1.5,1720,1720,1,1953,Seattle,WA 98125,2
3,2.5,2430,2430,2,1997,Kent,WA 98030,2
2,1.5,940,940,2,2009,Seattle,WA 98144,2
4,2,1940,1940,1,1962,Bellevue,WA 98006,2
4,2.5,1870,1870,2,1990,Renton,WA 98055,2
2,1,880,880,1,1950,Seattle,WA 98116,2
4,2.75,2700,2700,2,1984,Kent,WA 98042,2
3,3.25,1630,1630,3,2007,Seattle,WA 98133,2
3,1.75,1880,1880,1,1959,Lake Forest Park,WA 98155,2
3,1.75,2390,1350,1,1955,Seattle,WA 98125,2
3,1.75,1560,810,1,1940,Seattle,WA 98125,2
4,1.75,1700,1340,1.5,1965,Duvall,WA 98019,2
2,0.75,1020,1020,2,2009,Seattle,WA 98144,2
3,1,1830,1200,1,1960,Seattle,WA 98125,2
3,2.25,1520,1520,3,2004,Seattle,WA 98103,2
4,2.5,2170,1350,1,1955,Seattle,WA 98178,2
3,2,1200,880,1,1937,Seattle,WA 98115,2
3,2.25,1580,1180,1,1992,Redmond,WA 98053,2
3,1.75,1300,1300,1,1981,Sammamish,WA 98074,2
3,1.75,1560,1250,1,1983,Kirkland,WA 98034,2
4,2.5,2520,2520,2,1990,Renton,WA 98059,2
3,1.75,1600,1050,1,1977,Kirkland,WA 98034,2
4,2.5,1850,1230,1,1930,Seattle,WA 98126,2
3,2.25,1780,1340,1,1972,Kirkland,WA 98034,2
4,1.75,2160,1260,1,1942,Seattle,WA 98117,2
4,1.75,2120,1060,1,1956,Bellevue,WA 98008,2
3,2,1890,1430,2,2012,Seattle,WA 98136,2
4,2.5,2000,2000,2,2003,Bothell,WA 98011,2
3,2.5,2150,2150,2,1992,Renton,WA 98059,2
3,1.75,1800,900,1,1905,Seattle,WA 98103,2
3,2.25,2110,2110,2,1978,Woodinville,WA 98072,2
3,2.25,1470,1080,2,1984,Seattle,WA 98117,2
4,2.5,1540,1540,2,2014,Issaquah,WA 98029,2
4,2.5,1830,1540,1,1973,Shoreline,WA 98177,2
3,2,2950,2310,2,1918,Burien,WA 98166,2
3,2.25,1630,1630,2,2005,Issaquah,WA 98029,2
6,2.5,2890,1630,1,1977,Bellevue,WA 98008,3
5,3.25,2910,2040,2,2013,Seattle,WA 98106,3
3,1.75,1840,1840,1,1964,Redmond,WA 98052,3
3,2.5,1900,1900,2,1988,Bellevue,WA 98007,3
3,2.5,1960,1960,2,1989,Newcastle,WA 98056,3
4,2.5,2300,2300,2,1990,Sammamish,WA 98074,3
3,2.25,1300,1000,2,2006,Seattle,WA 98102,3
4,2,1730,1060,1,1924,Seattle,WA 98103,3
3,2.5,2060,1330,1,1976,Seattle,WA 98116,3
3,2.5,1640,1640,3,2009,Seattle,WA 98112,3
4,2.5,3220,3220,1.5,1966,Bellevue,WA 98008,3
3,2.5,2260,2260,2,1987,Sammamish,WA 98074,3
6,2.75,2660,1550,1,1962,Bellevue,WA 98006,3
5,2,2130,1270,1.5,1926,Seattle,WA 98116,3
4,3.5,2960,2960,2,2014,Snoqualmie,WA 98065,3
3,2.5,1500,1200,2,2014,Seattle,WA 98119,3
4,2.5,2400,2400,2,1990,Issaquah,WA 98029,3
3,3.25,1980,1980,3,1987,Seattle,WA 98103,3
5,3,3190,1890,1,2013,Seattle,WA 98178,3
3,2.5,3310,2440,2,2008,Seattle,WA 98136,3
4,2.5,2810,2810,2,1982,Sammamish,WA 98074,3
4,2.5,2650,1680,1,1960,Issaquah,WA 98029,4
4,2.5,3420,3420,2,1988,Woodinville,WA 98077,4
4,2.25,2270,1340,1,1954,Seattle,WA 98199,4
4,2.5,2300,2300,2,1999,Seattle,WA 98115,4
4,3.5,3910,2490,2,1987,Issaquah,WA 98027,4
4,3,3520,1980,1,1954,Seattle,WA 98107,4
3,2.25,2380,1450,1,1972,Mercer Island,WA 98040,4
5,2.5,4470,4470,2.5,1984,Woodinville,WA 98072,4
4,2.5,3030,3030,2,1998,Redmond,WA 98053,4
4,3.25,3440,3440,2,2006,Issaquah,WA 98029,4
5,3.5,3500,2570,2,1996,Bellevue,WA 98006,4
4,2.5,3160,3160,2,1965,Mercer Island,WA 98040,4
4,3.75,3520,2200,1.5,1913,Seattle,WA 98109,4
4,2.5,4570,4570,2,1948,Seattle,WA 98177,4
2,1,690,690,1,1942,Renton,WA 98056,1
3,1.5,1010,1010,1,1962,Des Moines,WA 98198,1
3,1,1000,1000,1,1991,Enumclaw,WA 98022,1
3,1,1050,1050,1,1983,Federal Way,WA 98023,1
3,1,1410,1410,1,1951,Seattle,WA 98177,1
2,1,970,970,1,1956,Seattle,WA 98118,1
3,1.5,1330,1330,1,1968,Federal Way,WA 98023,1
3,1,880,880,1,1945,Seattle,WA 98178,1
3,1.75,1330,1330,1,1968,Federal Way,WA 98003,1
4,1.75,1850,1270,1,1944,Seattle,WA 98178,1
4,2.75,2000,2000,2,1997,Maple Valley,WA 98038,1
3,2.25,1670,1190,1,1977,Kent,WA 98031,1
2,2,1180,1180,1,1940,Seattle,WA 98125,1
3,1,1490,1120,1,1969,Des Moines,WA 98198,1
3,1,990,990,1,1968,Woodinville,WA 98072,1
3,2.5,1970,1090,2,1988,Auburn,WA 98001,1
2,1,650,650,1,1950,Seattle,WA 98122,1
3,1,2150,2150,1,1954,Shoreline,WA 98177,2
2,1,750,750,1,1941,Seattle,WA 98126,2
4,2,1310,1310,1,1953,Shoreline,WA 98155,2
4,2.25,2210,2210,2,1968,Kent,WA 98032,2
4,1.75,2700,1380,1,1958,Federal Way,WA 98003,2
5,2.5,2360,1180,1,1962,Seattle,WA 98178,2
4,2.5,2510,1610,1,1978,Kent,WA 98032,2
3,1.5,1460,1460,1,1955,Burien,WA 98166,2
3,1,850,850,1,1948,Shoreline,WA 98155,2
3,1.75,2000,1300,1,1968,Renton,WA 98058,2
2,1,900,900,1,1956,Seattle,WA 98146,2
3,1,1480,970,1,1963,Shoreline,WA 98133,2
4,2,2470,1970,1.5,1948,Seattle,WA 98106,2
3,1,1100,720,1,1942,Seattle,WA 98126,2
2,1.75,1210,1210,1,1982,Kirkland,WA 98034,2
4,1.75,1760,1180,1,1950,Seattle,WA 98178,2
3,1.5,1360,1360,1,1966,Renton,WA 98059,2
4,2.5,2090,2090,2,1989,Renton,WA 98058,2
4,3,2560,2560,2,2004,Auburn,WA 98092,2
2,1,740,740,1,1922,Seattle,WA 98126,2
2,2.25,930,630,2,2007,Seattle,WA 98144,2
3,1.75,1500,1500,1,1957,Shoreline,WA 98133,2
4,1.75,1450,1450,1,1960,Issaquah,WA 98027,2
2,1.75,1240,1240,1.5,1906,Seattle,WA 98105,2
3,1.75,1840,1340,1,1977,Renton,WA 98059,2
3,1,1660,1160,1,1978,Woodinville,WA 98077,2
3,2.5,1740,1740,2,1992,North Bend,WA 98045,2
3,2.25,1860,1860,2,1963,Enumclaw,WA 98022,2
4,1.75,1250,1250,1,1959,Bellevue,WA 98008,2
3,2.5,1600,1600,2,2007,Seattle,WA 98108,2
4,1.75,1540,770,1,1943,Seattle,WA 98126,2
3,2.5,2590,2590,1,1976,Kent,WA 98042,2
3,2.5,2970,1510,1,1967,Woodinville,WA 98072,2
3,2,1230,990,1,1984,Sammamish,WA 98074,2
3,2.5,3170,2360,2,1995,Federal Way,WA 98023,2
3,2.5,2280,2280,2,2011,Duvall,WA 98019,2
3,1.75,1070,1070,1,1977,Redmond,WA 98052,2
3,2.5,2140,2140,2,2005,Issaquah,WA 98029,2
3,2.5,1930,1930,2,1990,Issaquah,WA 98029,2
4,1.5,1600,1600,1.5,1946,Seattle,WA 98118,2
4,2.5,1890,1290,1,1980,Redmond,WA 98052,2
3,1.75,1520,790,1,1948,Seattle,WA 98115,2
3,1.75,2000,1480,1,1957,Normandy Park,WA 98166,2
4,2.5,2950,2950,2,2005,Renton,WA 98059,2
3,2.25,1430,980,2,1996,Seattle,WA 98144,2
3,1.75,1150,1150,1,1959,Bellevue,WA 98006,2
3,2.5,1500,900,1,1920,Seattle,WA 98136,2
3,2,1300,1300,1,1955,Bellevue,WA 98006,3
3,2.25,1420,1420,3,2006,Seattle,WA 98103,3
3,1.75,2300,2300,1,1984,Woodinville,WA 98072,3
2,1.5,1580,1280,1,1941,Seattle,WA 98126,3
3,2.5,2070,2070,2,1999,Sammamish,WA 98074,3
5,2.75,3831,3831,2,1959,Mercer Island,WA 98040,3
2,1,2034,1159,1,1947,Vashon,WA 98070,3
4,2.5,4620,4620,2,1991,Federal Way,WA 98023,3
3,2.25,2400,1440,1.5,1926,Seattle,WA 98117,3
3,2.5,2270,2270,2,1998,Vashon,WA 98070,3
4,2.5,3190,3190,2,2006,Maple Valley,WA 98038,3
5,2.75,2730,2080,1,1968,Sammamish,WA 98075,3
4,3.25,4690,3680,2,1995,Lake Forest Park,WA 98155,3
4,1.75,1740,1740,1,1968,Bellevue,WA 98008,3
3,1.75,1720,960,1,1924,Seattle,WA 98144,3
4,2.5,2450,2450,2,1994,Redmond,WA 98053,3
3,2.5,2410,1820,1,1976,Woodinville,WA 98072,3
4,2.5,2050,2050,2,2012,Issaquah,WA 98029,3
4,2.5,2341,2341,2,1997,Redmond,WA 98052,3
2,2.25,2550,1860,2,1902,Seattle,WA 98115,3
6,2.75,2840,1420,1,1961,Seattle,WA 98118,3
4,2.25,2420,2420,2,1973,Mercer Island,WA 98040,3
3,3.5,2300,2300,1,2004,Redmond,WA 98053,3
3,1.5,1820,1640,1.5,1946,Seattle,WA 98119,3
4,1.75,2330,1510,1.5,1929,Seattle,WA 98117,3
3,1.75,2200,1500,1,1978,Bellevue,WA 98006,3
4,2.5,2650,2650,2,1986,Bellevue,WA 98005,4
4,2.5,2440,2440,2,2013,Redmond,WA 98052,4
4,3.25,3090,2370,2,2004,Redmond,WA 98052,4
4,2.75,2610,1760,1,1978,Mercer Island,WA 98040,4
4,3.5,3190,3190,2,2010,Issaquah,WA 98027,4
3,3.5,2130,1530,2,1908,Seattle,WA 98199,4
3,2.5,3200,3200,1,2000,Woodinville,WA 98077,4
3,2,2540,1840,1.5,1930,Seattle,WA 98117,4
4,3.5,3920,3920,2,1996,Redmond,WA 98053,4
4,3,3330,1790,1,1958,Seattle,WA 98103,4
4,2.25,3550,1830,1,2010,Bellevue,WA 98006,4
4,2.5,3220,3220,2,1996,Woodinville,WA 98077,4
4,2.5,3030,3030,3,2005,Seattle,WA 98117,4
4,3,3580,3580,1.5,1985,Woodinville,WA 98072,4
3,2.25,3060,1810,1.5,1930,Seattle,WA 98144,4
4,3.75,3820,3820,1,1994,Woodinville,WA 98072,4
4,2.5,3220,1680,1,1973,Bellevue,WA 98006,4
0,0,4810,4810,2,1990,Redmond,WA 98053,4
5,4.75,6390,4560,2,1940,Seattle,WA 98112,4
2,1,890,890,1,1942,Burien,WA 98146,1
3,1,1090,1090,1,1969,Auburn,WA 98092,1
1,0.75,930,930,1,1941,Seattle,WA 98178,1
2,1,1120,1120,1,1944,Seattle,WA 98178,1
3,1,1320,1320,1,1966,Auburn,WA 98001,1
3,2,1190,1190,1,1995,Auburn,WA 98092,1
3,1,1150,1150,1.5,1938,Auburn,WA 98002,1
3,1,1050,1050,1,1958,Kent,WA 98031,1
3,1,1230,1230,1,1965,Federal Way,WA 98003,1
3,2.75,2210,2210,2,2008,Redmond,WA 98053,1
3,1,1250,1250,1.5,1955,Shoreline,WA 98155,1
4,2,1570,1570,2,1984,Auburn,WA 98092,1
3,2.25,1481,1481,2,2012,Auburn,WA 98002,1
3,2,1410,1410,1,1985,Kent,WA 98030,1
3,2.25,1640,1180,1,1968,Kent,WA 98032,1
3,2.5,1620,1620,2,1989,Maple Valley,WA 98038,1
4,2.25,1830,1830,2,1990,Kent,WA 98030,1
3,2.5,1720,1720,2,1992,Kent,WA 98031,1
5,2.5,2025,2025,2,2007,Pacific,WA 98047,1
3,1.5,1580,1140,1,1954,Des Moines,WA 98148,1
3,1.5,1150,1150,1,1951,Seattle,WA 98178,1
2,1,2060,1260,1,1962,Seattle,WA 98168,1
3,2.5,1670,1300,1,1990,Covington,WA 98042,1
2,1,770,770,1,1927,Seattle,WA 98126,1
4,2.25,2460,2460,1,1959,Auburn,WA 98002,1
3,1,1270,1270,1,1958,Renton,WA 98056,1
7,2.5,1940,1940,2,1994,Auburn,WA 98092,1
3,1.75,1230,1230,1,1966,Renton,WA 98058,1
3,1,890,890,1,1954,Renton,WA 98056,1
3,2,1460,1460,1,1995,Maple Valley,WA 98038,1
2,1,780,780,1,1930,North Bend,WA 98045,1
3,1,1110,1110,1,1979,Shoreline,WA 98155,1
3,2.5,1870,1870,2,1990,Auburn,WA 98001,1
3,1.75,1790,1790,1,1978,Federal Way,WA 98023,1
6,2,1900,1200,1,1964,Seattle,WA 98125,2
3,1,1640,1640,1.5,1942,Seattle,WA 98168,2
3,2.5,1860,1860,2,2012,Duvall,WA 98019,2
2,1,870,870,1,1950,Seattle,WA 98126,2
4,2,1780,930,1.5,1918,Seattle,WA 98178,2
4,2.5,2000,2000,2,1997,Maple Valley,WA 98038,2
3,2.5,1730,1730,2,2014,Seattle,WA 98146,2
2,1.75,1610,1010,1,1941,Seattle,WA 98108,2
3,1,1150,1150,1,1932,Seattle,WA 98106,2
3,1,1010,1010,1,1947,Shoreline,WA 98155,2
4,1,1530,980,1,1925,Seattle,WA 98106,2
4,2,2020,2020,1.5,1949,North Bend,WA 98045,2
3,2.5,1150,1150,3,2007,Seattle,WA 98133,2
3,2.5,1800,1800,2,2011,Seattle,WA 98126,2
3,2,1410,1410,1,1983,Woodinville,WA 98072,2
3,2.25,1400,1400,2,1984,Kenmore,WA 98028,2
5,3.25,3370,3370,2,2001,Kirkland,WA 98033,2
3,1.75,1500,1500,1,1977,Woodinville,WA 98072,2
4,2.25,2050,1770,2,1965,Des Moines,WA 98198,2
4,2.5,2340,2340,2,1993,Kent,WA 98031,2
2,2.25,1350,1050,2,2007,Seattle,WA 98136,2
3,2.5,2180,1420,1,1962,Shoreline,WA 98133,2
4,2.25,2000,1650,2,1926,Seattle,WA 98117,2
2,2.5,1590,1590,2,1997,Kirkland,WA 98033,2
3,1.5,1250,1250,1,1968,Newcastle,WA 98056,2
4,2.25,2100,1290,1,1973,Kenmore,WA 98028,2
3,2.5,2320,2320,3,2009,Seattle,WA 98177,2
2,1,1060,1060,1.5,1943,Seattle,WA 98105,2
3,1.75,2030,2030,1,1953,Burien,WA 98166,2
3,1.5,2330,1330,1,1954,Lake Forest Park,WA 98155,2
4,2.75,2310,1330,1,1952,Seattle,WA 98118,2
2,1,1380,880,1,1931,Seattle,WA 98115,2
3,1,1970,1970,1,1970,Snoqualmie,WA 98065,2
3,2.5,2420,2420,2,1998,Snoqualmie,WA 98065,2
3,1.75,1640,1640,1,1975,Kirkland,WA 98034,3
3,2.5,1860,1860,2,1987,Issaquah,WA 98029,3
4,2.5,1950,1250,1.5,1910,Seattle,WA 98107,3
5,2.25,2140,1070,1,1962,Bellevue,WA 98007,3
4,2.75,3110,3110,1,1958,Black Diamond,WA 98010,3
4,2.5,2030,2030,2,1994,Issaquah,WA 98029,3
3,1.75,1900,1900,1,1959,Bellevue,WA 98008,3
2,0.75,1440,1200,1,1914,Seattle,WA 98107,3
3,2.5,1400,1400,3.5,2007,Seattle,WA 98103,3
2,1.75,1670,1670,1,2005,Issaquah,WA 98029,3
3,2.5,2380,2380,2,2002,Snoqualmie,WA 98065,3
3,2.25,1700,1100,1.5,1924,Seattle,WA 98117,3
4,2.5,2070,2070,2,1996,Issaquah,WA 98029,3
3,2.5,1790,1790,2,1989,Sammamish,WA 98074,3
4,2.75,2890,1560,1,1973,Kirkland,WA 98034,3
5,3,2790,1500,1,1973,Renton,WA 98058,3
4,2.75,2720,2720,2,2005,Kenmore,WA 98028,3
3,1.75,1870,1870,1,1958,Seattle,WA 98177,3
4,4,3570,2860,2,2013,Mercer Island,WA 98040,3
3,2.25,2680,1570,1,1978,Issaquah,WA 98027,3
4,2.5,2690,2690,2,2001,Redmond,WA 98053,3
5,2.5,2700,1950,1,1955,Bellevue,WA 98005,3
3,1.75,1620,1040,1,1947,Seattle,WA 98103,3
3,2.75,1850,1850,1,1953,Seattle,WA 98177,3
4,2.75,1910,1420,1,1940,Seattle,WA 98117,3
4,2.5,2180,1420,1.5,1926,Seattle,WA 98117,3
4,1.5,1880,1440,1,1954,Seattle,WA 98146,3
5,2,2000,1280,1.5,1908,Seattle,WA 98112,3
4,2.5,2770,2770,2,2004,Sammamish,WA 98075,3
3,2.5,2610,2610,2,1996,Redmond,WA 98052,4
4,2.5,2490,2490,2,2000,Redmond,WA 98052,4
5,2.5,2980,2980,2,2006,Redmond,WA 98052,4
4,2.5,3000,3000,2,1995,Issaquah,WA 98027,4
5,2.5,2700,1750,1,1967,Bellevue,WA 98005,4
4,2.5,2760,2230,2,1942,Seattle,WA 98115,4
4,3.5,4000,4000,2,2007,Snoqualmie,WA 98065,4
4,2.5,3920,3920,2,1997,Sammamish,WA 98075,4
4,2.5,3070,3070,2,2005,Newcastle,WA 98059,4
5,3.25,4500,3000,2,1968,Seattle,WA 98125,4
4,2.75,2840,1960,1.5,1912,Seattle,WA 98144,4
4,1,2550,2370,2,1905,Seattle,WA 98109,4
5,3.5,3100,1660,1,1970,Bellevue,WA 98008,4
5,2.25,2370,2370,2,1981,Bellevue,WA 98006,4
5,3.25,3160,2180,2,2005,Seattle,WA 98199,4
5,3,2620,2620,2,2009,Seattle,WA 98115,4
3,4.5,4380,3720,2,1968,Burien,WA 98166,4
4,2.25,3310,3310,2,1924,Woodinville,WA 98072,4
4,1.75,3990,3990,2,2006,Newcastle,WA 98059,4
4,3.5,3770,2830,2,1989,Bellevue,WA 98007,4
4,3.5,4660,4660,2,2003,Bellevue,WA 98006,4
5,3.5,5850,4670,2,1978,Bellevue,WA 98004,4
3,1,1310,960,1,1962,Auburn,WA 98001,1
3,1.5,1220,1220,1,1968,Renton,WA 98057,1
3,1.75,1260,1260,1,1963,Kent,WA 98030,1
2,1,920,920,1,1950,Burien,WA 98168,1
2,1,720,720,1,1943,Burien,WA 98166,1
3,1.5,1090,1090,1,1967,Renton,WA 98058,1
2,1.75,1390,1390,1,1980,Des Moines,WA 98198,1
3,1,1090,1090,1.5,1912,Auburn,WA 98002,1
3,1.5,1660,1660,2,1981,Auburn,WA 98001,1
4,1.5,1600,1600,1,1959,Auburn,WA 98002,1
3,1.75,1500,1500,1,2014,Black Diamond,WA 98010,1
3,2,1700,970,1,1945,Burien,WA 98146,1
2,1.75,1590,1590,1,1972,Auburn,WA 98002,1
3,1,1060,1060,1,1956,SeaTac,WA 98188,1
4,2,1330,1330,1,1942,Renton,WA 98056,1
4,1,1200,1200,1.5,1933,Seattle,WA 98133,1
3,1,1140,1140,1,1981,Issaquah,WA 98027,1
3,1,1750,1150,1,1956,Burien,WA 98166,1
3,2,1900,1900,1,1991,Federal Way,WA 98023,1
4,1,1230,1230,1.5,1944,Burien,WA 98166,1
3,1,1640,1090,1,1954,Federal Way,WA 98003,1
5,2,2080,1740,1,1959,Auburn,WA 98001,1
3,2,1470,1470,1,1968,Auburn,WA 98092,1
2,1,930,930,1,1924,Seattle,WA 98125,1
3,2.5,1630,1120,1,1978,Kent,WA 98031,1
3,2.5,1650,1650,2,1991,Kent,WA 98031,1
4,2.25,2600,1600,1,1965,Seattle,WA 98178,1
3,1.75,1580,1580,1,1988,Federal Way,WA 98003,1
4,2.25,2070,2070,2,1977,Kent,WA 98032,1
2,1,1010,1010,1,1975,Lake Forest Park,WA 98155,1
4,2.25,2260,2260,2,1984,Kent,WA 98031,1
3,1.75,1570,1080,1,1956,Burien,WA 98166,1
3,2.25,1780,1780,1,1967,Renton,WA 98058,2
4,1.75,1530,1530,1.5,1968,Renton,WA 98058,2
4,2.5,2430,2430,2,2002,Covington,WA 98042,2
4,2.5,1940,1140,1,1977,Kent,WA 98042,2
3,2,1550,1550,1.5,1999,North Bend,WA 98045,2
2,1,950,950,1,1948,Seattle,WA 98126,2
4,3,1930,1200,1,2006,Duvall,WA 98019,2
3,2.5,1769,1769,2,2012,Auburn,WA 98092,2
2,1,950,950,1,1941,Seattle,WA 98108,2
3,2.25,1780,1780,2,1987,Renton,WA 98058,2
4,2.5,2580,2580,2,2005,Kent,WA 98031,2
4,2.75,2530,1280,1,1977,Federal Way,WA 98023,2
3,1.5,1400,1400,1,1952,Seattle,WA 98125,2
3,1.5,2450,2450,1,1967,Snoqualmie,WA 98065,2
5,1.75,1940,1940,1.5,1953,Burien,WA 98166,2
5,2,2280,2280,1.5,1924,Burien,WA 98166,2
3,1.5,2380,1850,1,1961,Kenmore,WA 98028,2
4,2.5,3200,1610,1,1970,Kent,WA 98031,2
3,3.25,1370,1100,2,2006,Seattle,WA 98116,2
4,3,3060,3060,2,2001,Covington,WA 98042,2
4,2.5,2220,2220,2,2001,Renton,WA 98059,2
4,2.75,4230,4230,2,1985,Woodinville,WA 98072,2
3,2.5,2490,2490,2.5,2012,Renton,WA 98059,2
3,1,1170,1170,1,1957,Seattle,WA 98125,2
3,2.5,2370,2370,2,2009,Duvall,WA 98019,2
4,2.75,2110,1510,1,1962,Bothell,WA 98011,2
4,2.5,2250,2250,2,1989,Renton,WA 98059,2
3,1.5,2120,1220,1,1949,Seattle,WA 98108,2
4,2.5,2160,1390,1,1976,Lake Forest Park,WA 98155,2
4,1.5,1770,1770,2,1947,Seattle,WA 98116,2
2,1.5,1370,1080,2,2008,Seattle,WA 98122,2
3,1.5,1530,1530,1,1952,Lake Forest Park,WA 98155,2
5,2.75,2830,2830,1.5,1967,Kirkland,WA 98034,2
4,2.5,2550,1300,1,1961,Lake Forest Park,WA 98155,2
3,2.5,1730,1210,1,1969,Kirkland,WA 98034,2
2,1.75,1240,1240,1,1924,Seattle,WA 98126,2
3,1.75,1520,1520,1,1983,Sammamish,WA 98074,2
3,1.75,1440,1440,1,1983,Sammamish,WA 98074,2
3,3.5,1590,1590,3,2010,Seattle,WA 98103,3
4,2.75,3030,3030,2,2011,Renton,WA 98059,3
3,2,2330,2330,2.5,1987,Bellevue,WA 98005,3
3,3,2410,2410,2,1942,Lake Forest Park,WA 98155,3
5,3,3640,3640,2,2004,Maple Valley,WA 98038,3
4,2.5,2480,1510,1,1959,Kenmore,WA 98028,3
5,3,3690,2690,1,1960,Des Moines,WA 98198,3
4,1.75,1720,1420,1,1975,Redmond,WA 98052,3
3,2.5,3240,2910,2,2004,Snoqualmie,WA 98065,3
4,2.5,2770,2770,2,1989,Issaquah,WA 98029,3
6,3.5,3600,2740,2,2004,Snoqualmie,WA 98065,3
3,2,2460,2460,1,1988,Issaquah,WA 98027,3
3,1.75,2430,1760,2,1945,Seattle,WA 98117,3
3,2,1660,970,1,1922,Seattle,WA 98116,3
3,2.5,2480,2480,1.5,1974,Vashon,WA 98070,3
2,1.75,1950,1160,1,1952,Burien,WA 98166,3
4,2.5,2670,2670,2,1996,Sammamish,WA 98074,3
4,2.5,2150,2150,2,1997,Redmond,WA 98053,3
5,3.5,2720,1860,2,1993,Seattle,WA 98115,3
3,2.75,2590,2590,2,1993,Bellevue,WA 98006,3
3,3.25,3740,3100,2.5,1990,Burien,WA 98166,4
6,3,3110,1810,1.5,1921,Seattle,WA 98103,4
4,2.75,2880,2100,1.5,1912,Seattle,WA 98144,4
3,2.5,1980,1980,1,1959,Mercer Island,WA 98040,4
4,2.5,2660,2660,1,1955,Bellevue,WA 98005,4
3,2.75,2850,1920,1,1976,Bellevue,WA 98006,4
4,3.25,3060,2300,2,2014,Issaquah,WA 98027,4
3,1.75,2080,2080,1,1958,Kirkland,WA 98033,4
4,2.5,2990,2990,2,1990,Woodinville,WA 98077,4
3,2.75,2600,1600,1.5,1929,Seattle,WA 98116,4
4,2.75,2620,1310,1,1949,Seattle,WA 98117,4
3,2,2270,2270,1,1968,Mercer Island,WA 98040,4
4,2.5,3060,3060,2,2006,Issaquah,WA 98029,4
4,2.5,3230,1870,1,1977,Bellevue,WA 98006,4
4,3.5,3370,2470,2,2008,Seattle,WA 98126,4
4,3.5,4040,4040,2,1987,Woodinville,WA 98077,4
4,3.75,3460,3460,2,2013,Renton,WA 98059,4
4,3.5,3320,2040,1,1977,Mercer Island,WA 98040,4
4,3.5,3450,3450,2,2007,Bellevue,WA 98006,4
4,3.5,3990,3990,2,2008,Bellevue,WA 98006,4
3,3,3760,3060,2.5,1910,Seattle,WA 98116,4
4,3,4040,2020,1,1972,Clyde Hill,WA 98004,4
4,2.25,3250,3250,2,1979,Medina,WA 98039,4
3,1,1060,1060,1,1959,Des Moines,WA 98198,1
