city,number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,total cost
Kent,3,1.75,1840,1240,1.0,1976,269500.0
Kent,4,2.5,2540,2540,2.0,1977,269950.0001
Shoreline,2,1.0,1180,1180,1.0,1949,275000.0
Shoreline,3,1.0,1080,1080,1.0,1952,275000.0
North Bend,2,1.0,1010,1010,1.0,1925,280000.0
Kent,3,2.5,1660,1660,2.0,2003,285000.0
Seattle,3,2.75,1100,780,2.0,2008,286000.0
Shoreline,3,1.0,1150,990,1.0,1932,290000.0
Tukwila,2,2.0,1610,1610,2.0,1930,290900.0
Shoreline,3,1.0,880,880,1.5,1946,291500.0
Shoreline,2,1.0,1060,1060,1.0,1951,299995.0
Covington,4,2.5,2620,2620,2.0,2008,300000.0
Kent,4,2.5,1840,1840,2.0,2004,300000.0001
Kent,3,2.5,2540,2540,2.0,2006,310000.0
Federal Way,5,3.0,2300,2300,2.0,2013,312891.0
Auburn,3,2.5,2280,2280,2.0,1998,320000.0
Covington,4,2.25,2010,2010,2.0,1975,322199.9999
Renton,4,1.75,2110,1170,1.0,1975,324000.0
Woodinville,3,1.0,1030,1030,1.0,1969,326000.0
Auburn,3,2.5,2242,2242,2.0,2011,329900.0
Kirkland,4,1.5,1150,1150,1.5,1970,334000.0
Renton,3,1.75,1310,1310,1.0,1993,337000.0
Seattle,3,1.5,1420,1140,2.0,2008,345000.0
Seattle,3,1.0,1140,1140,2.0,1904,345000.0
Seattle,3,3.75,1950,1360,1.0,1959,345100.0001
Kent,3,2.5,2110,2110,2.0,1989,345950.0
Burien,3,1.75,1270,880,1.0,1950,346000.0
Bothell,3,1.0,1270,1270,1.0,1955,347000.0
Issaquah,3,2.0,2420,1210,1.0,1949,349900.0
Renton,7,3.0,2800,1400,1.0,1963,350000.0
Shoreline,3,1.75,1660,1660,1.5,1957,350000.0
Seattle,4,1.5,1720,1720,1.0,1953,360000.0
Kent,3,2.5,2430,2430,2.0,1997,362300.0
Seattle,2,1.5,940,940,2.0,2009,362500.0
Bellevue,4,2.0,1940,1940,1.0,1962,365000.0
Renton,4,2.5,1870,1870,2.0,1990,374999.9999
Seattle,2,1.0,880,880,1.0,1950,379509.1667
Kent,4,2.75,2700,2700,2.0,1984,385000.0001
Seattle,3,3.25,1630,1630,3.0,2007,385000.0
Lake Forest Park,3,1.75,1880,1880,1.0,1959,389800.0001
Seattle,3,1.75,2390,1350,1.0,1955,396500.0
Seattle,3,1.75,1560,810,1.0,1940,399950.0
Duvall,4,1.75,1700,1340,1.5,1965,399999.9999
Seattle,2,0.75,1020,1020,2.0,2009,402101.0
Seattle,3,1.0,1830,1200,1.0,1960,403499.9999
Seattle,3,2.25,1520,1520,3.0,2004,405000.0
Seattle,4,2.5,2170,1350,1.0,1955,415000.0
Seattle,3,2.0,1200,880,1.0,1937,420000.0
Redmond,3,2.25,1580,1180,1.0,1992,424999.9999
Sammamish,3,1.75,1300,1300,1.0,1981,429999.9999
Kirkland,3,1.75,1560,1250,1.0,1983,440000.0
Renton,4,2.5,2520,2520,2.0,1990,442000.0001
Kirkland,3,1.75,1600,1050,1.0,1977,442500.0
Seattle,4,2.5,1850,1230,1.0,1930,449000.0
Kirkland,3,2.25,1780,1340,1.0,1972,449500.0001
Seattle,4,1.75,2160,1260,1.0,1942,450000.0
Bellevue,4,1.75,2120,1060,1.0,1956,453000.0
Seattle,3,2.0,1890,1430,2.0,2012,458500.0
Bothell,4,2.5,2000,2000,2.0,2003,459950.0
Renton,3,2.5,2150,2150,2.0,1992,469999.9999
Seattle,3,1.75,1800,900,1.0,1905,471001.0
Woodinville,3,2.25,2110,2110,2.0,1978,479000.0
Seattle,3,2.25,1470,1080,2.0,1984,490000.0
Issaquah,4,2.5,1540,1540,2.0,2014,491234.0
Shoreline,4,2.5,1830,1540,1.0,1973,493999.9999
Burien,3,2.0,2950,2310,2.0,1918,495000.0
Issaquah,3,2.25,1630,1630,2.0,2005,497000.0
Bellevue,6,2.5,2890,1630,1.0,1977,502000.0
Seattle,5,3.25,2910,2040,2.0,2013,515000.0
Redmond,3,1.75,1840,1840,1.0,1964,550000.0
Bellevue,3,2.5,1900,1900,2.0,1988,550000.0
Newcastle,3,2.5,1960,1960,2.0,1989,559999.9999
Sammamish,4,2.5,2300,2300,2.0,1990,559999.9999
Seattle,3,2.25,1300,1000,2.0,2006,562499.9999
Seattle,4,2.0,1730,1060,1.0,1924,569000.0
Seattle,3,2.5,2060,1330,1.0,1976,577000.0
Seattle,3,2.5,1640,1640,3.0,2009,579000.0
Bellevue,4,2.5,3220,3220,1.5,1966,589999.9999
Sammamish,3,2.5,2260,2260,2.0,1987,599999.9999
Bellevue,6,2.75,2660,1550,1.0,1962,603499.9999
Seattle,5,2.0,2130,1270,1.5,1926,614999.9999
Snoqualmie,4,3.5,2960,2960,2.0,2014,633634.0
Seattle,3,2.5,1500,1200,2.0,2014,649950.0
Issaquah,4,2.5,2400,2400,2.0,1990,650000.0
Seattle,3,3.25,1980,1980,3.0,1987,660000.0
Seattle,5,3.0,3190,1890,1.0,2013,664950.0
Seattle,3,2.5,3310,2440,2.0,2008,670000.0
Sammamish,4,2.5,2810,2810,2.0,1982,674999.9999
Issaquah,4,2.5,2650,1680,1.0,1960,715000.0
Woodinville,4,2.5,3420,3420,2.0,1988,725000.0
Seattle,4,2.25,2270,1340,1.0,1954,735000.0001
Seattle,4,2.5,2300,2300,2.0,1999,774999.9999
Issaquah,4,3.5,3910,2490,2.0,1987,780000.0
Seattle,4,3.0,3520,1980,1.0,1954,800000.0
Mercer Island,3,2.25,2380,1450,1.0,1972,800000.0001
Woodinville,5,2.5,4470,4470,2.5,1984,831500.0001
Redmond,4,2.5,3030,3030,2.0,1998,834999.9999
Issaquah,4,3.25,3440,3440,2.0,2006,905000.0
Bellevue,5,3.5,3500,2570,2.0,1996,905000.0
Mercer Island,4,2.5,3160,3160,2.0,1965,950100.0
Seattle,4,3.75,3520,2200,1.5,1913,1220000.0
Seattle,4,2.5,4570,4570,2.0,1948,1580000.0
Renton,2,1.0,690,690,1.0,1942,139000.0
Des Moines,3,1.5,1010,1010,1.0,1962,160000.0
Enumclaw,3,1.0,1000,1000,1.0,1991,171758.3333
Federal Way,3,1.0,1050,1050,1.0,1983,194000.0
Seattle,3,1.0,1410,1410,1.0,1951,198995.0
Seattle,2,1.0,970,970,1.0,1956,210000.0
Federal Way,3,1.5,1330,1330,1.0,1968,218000.0
Seattle,3,1.0,880,880,1.0,1945,218000.0
Federal Way,3,1.75,1330,1330,1.0,1968,225000.0
Seattle,4,1.75,1850,1270,1.0,1944,230000.0
Maple Valley,4,2.75,2000,2000,2.0,1997,236000.0
Kent,3,2.25,1670,1190,1.0,1977,252000.0
Seattle,2,2.0,1180,1180,1.0,1940,257499.9999
Des Moines,3,1.0,1490,1120,1.0,1969,258000.0001
Woodinville,3,1.0,990,990,1.0,1968,278900.0
Auburn,3,2.5,1970,1090,2.0,1988,289000.0
Seattle,2,1.0,650,650,1.0,1950,295000.0
Shoreline,3,1.0,2150,2150,1.0,1954,300000.0
Seattle,2,1.0,750,750,1.0,1941,300000.0
Shoreline,4,2.0,1310,1310,1.0,1953,304000.0
Kent,4,2.25,2210,2210,2.0,1968,304999.9999
Federal Way,4,1.75,2700,1380,1.0,1958,314900.0001
Seattle,5,2.5,2360,1180,1.0,1962,316999.9999
Kent,4,2.5,2510,1610,1.0,1978,319000.0
Burien,3,1.5,1460,1460,1.0,1955,324950.0
Shoreline,3,1.0,850,850,1.0,1948,325000.0
Renton,3,1.75,2000,1300,1.0,1968,325187.5
Seattle,2,1.0,900,900,1.0,1956,329950.0
Shoreline,3,1.0,1480,970,1.0,1963,336500.0
Seattle,4,2.0,2470,1970,1.5,1948,339000.0
Seattle,3,1.0,1100,720,1.0,1942,339000.0
Kirkland,2,1.75,1210,1210,1.0,1982,342500.0
Seattle,4,1.75,1760,1180,1.0,1950,343500.0
Renton,3,1.5,1360,1360,1.0,1966,348500.0
Renton,4,2.5,2090,2090,2.0,1989,349950.0
Auburn,4,3.0,2560,2560,2.0,2004,350000.0
Seattle,2,1.0,740,740,1.0,1922,350000.0
Seattle,2,2.25,930,630,2.0,2007,355000.0
Shoreline,3,1.75,1500,1500,1.0,1957,360000.0
Issaquah,4,1.75,1450,1450,1.0,1960,362500.0
Seattle,2,1.75,1240,1240,1.5,1906,362750.0
Renton,3,1.75,1840,1340,1.0,1977,366000.0
Woodinville,3,1.0,1660,1160,1.0,1978,367500.0
North Bend,3,2.5,1740,1740,2.0,1992,379000.0001
Enumclaw,3,2.25,1860,1860,2.0,1963,379999.9999
Bellevue,4,1.75,1250,1250,1.0,1959,391400.0
Seattle,3,2.5,1600,1600,2.0,2007,395000.0
Seattle,4,1.75,1540,770,1.0,1943,395000.0
Kent,3,2.5,2590,2590,1.0,1976,396500.0
Woodinville,3,2.5,2970,1510,1.0,1967,400000.0001
Sammamish,3,2.0,1230,990,1.0,1984,399999.9999
Federal Way,3,2.5,3170,2360,2.0,1995,405000.0001
Duvall,3,2.5,2280,2280,2.0,2011,415000.0
Redmond,3,1.75,1070,1070,1.0,1977,415000.0001
Issaquah,3,2.5,2140,2140,2.0,2005,420000.0
Issaquah,3,2.5,1930,1930,2.0,1990,424999.9999
Seattle,4,1.5,1600,1600,1.5,1946,425000.0001
Redmond,4,2.5,1890,1290,1.0,1980,437000.0
Seattle,3,1.75,1520,790,1.0,1948,438000.0
Normandy Park,3,1.75,2000,1480,1.0,1957,439999.9999
Renton,4,2.5,2950,2950,2.0,2005,454999.9999
Seattle,3,2.25,1430,980,2.0,1996,457500.0001
Bellevue,3,1.75,1150,1150,1.0,1959,464500.0
Seattle,3,2.5,1500,900,1.0,1920,485000.0
Bellevue,3,2.0,1300,1300,1.0,1955,502000.0
Seattle,3,2.25,1420,1420,3.0,2006,510000.0
Woodinville,3,1.75,2300,2300,1.0,1984,520000.0
Seattle,2,1.5,1580,1280,1.0,1941,530000.0
Sammamish,3,2.5,2070,2070,2.0,1999,535000.0
Mercer Island,5,2.75,3831,3831,2.0,1959,542500.0
Vashon,2,1.0,2034,1159,1.0,1947,549000.0
Federal Way,4,2.5,4620,4620,2.0,1991,575000.0
Seattle,3,2.25,2400,1440,1.5,1926,575000.0
Vashon,3,2.5,2270,2270,2.0,1998,585000.0
Maple Valley,4,2.5,3190,3190,2.0,2006,589950.0001
Sammamish,5,2.75,2730,2080,1.0,1968,599000.0001
Lake Forest Park,4,3.25,4690,3680,2.0,1995,600000.0001
Bellevue,4,1.75,1740,1740,1.0,1968,599999.9999
Seattle,3,1.75,1720,960,1.0,1924,615000.0
Redmond,4,2.5,2450,2450,2.0,1994,620000.0001
Woodinville,3,2.5,2410,1820,1.0,1976,624999.9998
Issaquah,4,2.5,2050,2050,2.0,2012,639887.9999
Redmond,4,2.5,2341,2341,2.0,1997,640000.0
Seattle,2,2.25,2550,1860,2.0,1902,660000.0
Seattle,6,2.75,2840,1420,1.0,1961,664999.9999
Mercer Island,4,2.25,2420,2420,2.0,1973,672500.0001
Redmond,3,3.5,2300,2300,1.0,2004,675000.0
Seattle,3,1.5,1820,1640,1.5,1946,683500.0001
Seattle,4,1.75,2330,1510,1.5,1929,687500.0
Bellevue,3,1.75,2200,1500,1.0,1978,689000.0001
Bellevue,4,2.5,2650,2650,2.0,1986,725000.0
Redmond,4,2.5,2440,2440,2.0,2013,745641.0
Redmond,4,3.25,3090,2370,2.0,2004,751000.0
Mercer Island,4,2.75,2610,1760,1.0,1978,762499.9999
Issaquah,4,3.5,3190,3190,2.0,2010,790000.0001
Seattle,3,3.5,2130,1530,2.0,1908,819000.0
Woodinville,3,2.5,3200,3200,1.0,2000,839000.0002
Seattle,3,2.0,2540,1840,1.5,1930,845000.0
Redmond,4,3.5,3920,3920,2.0,1996,850000.0
Seattle,4,3.0,3330,1790,1.0,1958,849999.9999
Bellevue,4,2.25,3550,1830,1.0,2010,858999.9999
Woodinville,4,2.5,3220,3220,2.0,1996,875000.0001
Seattle,4,2.5,3030,3030,3.0,2005,880000.0001
Woodinville,4,3.0,3580,3580,1.5,1985,925000.0
Seattle,3,2.25,3060,1810,1.5,1930,970000.0001
Woodinville,4,3.75,3820,3820,1.0,1994,1215000.0
Bellevue,4,2.5,3220,1680,1.0,1973,1250000.0
Redmond,0,0.0,4810,4810,2.0,1990,1295648.0
Seattle,5,4.75,6390,4560,2.0,1940,2466350.0
Burien,2,1.0,890,890,1.0,1942,150000.0001
Auburn,3,1.0,1090,1090,1.0,1969,152000.0
Seattle,1,0.75,930,930,1.0,1941,190000.0
Seattle,2,1.0,1120,1120,1.0,1944,190368.75
Auburn,3,1.0,1320,1320,1.0,1966,196500.0
Auburn,3,2.0,1190,1190,1.0,1995,200000.0
Auburn,3,1.0,1150,1150,1.5,1938,200000.0
Kent,3,1.0,1050,1050,1.0,1958,205000.0
Federal Way,3,1.0,1230,1230,1.0,1965,205000.0001
Redmond,3,2.75,2210,2210,2.0,2008,215999.9999
Shoreline,3,1.0,1250,1250,1.5,1955,233000.0
Auburn,4,2.0,1570,1570,2.0,1984,235000.0
Auburn,3,2.25,1481,1481,2.0,2012,240000.0
Kent,3,2.0,1410,1410,1.0,1985,245000.0
Kent,3,2.25,1640,1180,1.0,1968,245700.0001
Maple Valley,3,2.5,1620,1620,2.0,1989,246500.0
Kent,4,2.25,1830,1830,2.0,1990,248999.9999
Kent,3,2.5,1720,1720,2.0,1992,255950.0
Pacific,5,2.5,2025,2025,2.0,2007,260000.0
Des Moines,3,1.5,1580,1140,1.0,1954,260000.0
Seattle,3,1.5,1150,1150,1.0,1951,265950.0
Seattle,2,1.0,2060,1260,1.0,1962,270000.0
Covington,3,2.5,1670,1300,1.0,1990,270000.0
Seattle,2,1.0,770,770,1.0,1927,275000.0
Auburn,4,2.25,2460,2460,1.0,1959,276000.0
Renton,3,1.0,1270,1270,1.0,1958,276900.0
Auburn,7,2.5,1940,1940,2.0,1994,280000.0
Renton,3,1.75,1230,1230,1.0,1966,280000.0
Renton,3,1.0,890,890,1.0,1954,283000.0
Maple Valley,3,2.0,1460,1460,1.0,1995,285000.0
North Bend,2,1.0,780,780,1.0,1930,286000.0
Shoreline,3,1.0,1110,1110,1.0,1979,299900.0
Auburn,3,2.5,1870,1870,2.0,1990,299950.0001
Federal Way,3,1.75,1790,1790,1.0,1978,299950.0001
Seattle,6,2.0,1900,1200,1.0,1964,305000.0
Seattle,3,1.0,1640,1640,1.5,1942,307999.9999
Duvall,3,2.5,1860,1860,2.0,2012,309620.0
Seattle,2,1.0,870,870,1.0,1950,310000.0
Seattle,4,2.0,1780,930,1.5,1918,314999.9999
Maple Valley,4,2.5,2000,2000,2.0,1997,319999.9999
Seattle,3,2.5,1730,1730,2.0,2014,328423.0
Seattle,2,1.75,1610,1010,1.0,1941,346500.0
Seattle,3,1.0,1150,1150,1.0,1932,346500.0
Shoreline,3,1.0,1010,1010,1.0,1947,349000.0
Seattle,4,1.0,1530,980,1.0,1925,352000.0
North Bend,4,2.0,2020,2020,1.5,1949,356000.0
Seattle,3,2.5,1150,1150,3.0,2007,360500.0
Seattle,3,2.5,1800,1800,2.0,2011,364000.0
Woodinville,3,2.0,1410,1410,1.0,1983,365500.0
Kenmore,3,2.25,1400,1400,2.0,1984,374499.9999
Kirkland,5,3.25,3370,3370,2.0,2001,374999.9999
Woodinville,3,1.75,1500,1500,1.0,1977,383000.0
Des Moines,4,2.25,2050,1770,2.0,1965,385999.9999
Kent,4,2.5,2340,2340,2.0,1993,390000.0
Seattle,2,2.25,1350,1050,2.0,2007,395000.0
Shoreline,3,2.5,2180,1420,1.0,1962,400000.0
Seattle,4,2.25,2000,1650,2.0,1926,402000.0
Kirkland,2,2.5,1590,1590,2.0,1997,409900.0
Newcastle,3,1.5,1250,1250,1.0,1968,410000.0
Kenmore,4,2.25,2100,1290,1.0,1973,418799.9999
Seattle,3,2.5,2320,2320,3.0,2009,425000.0
Seattle,2,1.0,1060,1060,1.5,1943,435000.0
Burien,3,1.75,2030,2030,1.0,1953,439999.9999
Lake Forest Park,3,1.5,2330,1330,1.0,1954,449999.9999
Seattle,4,2.75,2310,1330,1.0,1952,449999.9999
Seattle,2,1.0,1380,880,1.0,1931,450000.0
Snoqualmie,3,1.0,1970,1970,1.0,1970,454000.0
Snoqualmie,3,2.5,2420,2420,2.0,1998,481999.9999
Kirkland,3,1.75,1640,1640,1.0,1975,505000.0
Issaquah,3,2.5,1860,1860,2.0,1987,505000.0
Seattle,4,2.5,1950,1250,1.5,1910,518999.9999
Bellevue,5,2.25,2140,1070,1.0,1962,530000.0
Black Diamond,4,2.75,3110,3110,1.0,1958,531500.0
Issaquah,4,2.5,2030,2030,2.0,1994,544000.0
Bellevue,3,1.75,1900,1900,1.0,1959,557500.0
Seattle,2,0.75,1440,1200,1.0,1914,562100.0
Seattle,3,2.5,1400,1400,3.5,2007,563499.9999
Issaquah,2,1.75,1670,1670,1.0,2005,565000.0
Snoqualmie,3,2.5,2380,2380,2.0,2002,573999.9999
Seattle,3,2.25,1700,1100,1.5,1924,575000.0
Issaquah,4,2.5,2070,2070,2.0,1996,578000.0
Sammamish,3,2.5,1790,1790,2.0,1989,583000.0
Kirkland,4,2.75,2890,1560,1.0,1973,585000.0
Renton,5,3.0,2790,1500,1.0,1973,589950.0
Kenmore,4,2.75,2720,2720,2.0,2005,594000.0
Seattle,3,1.75,1870,1870,1.0,1958,595888.0
Mercer Island,4,4.0,3570,2860,2.0,2013,597326.0001
Issaquah,3,2.25,2680,1570,1.0,1978,599990.0
Redmond,4,2.5,2690,2690,2.0,2001,607999.9999
Bellevue,5,2.5,2700,1950,1.0,1955,625000.0
Seattle,3,1.75,1620,1040,1.0,1947,640000.0
Seattle,3,2.75,1850,1850,1.0,1953,644999.9999
Seattle,4,2.75,1910,1420,1.0,1940,650000.0001
Seattle,4,2.5,2180,1420,1.5,1926,657000.0001
Seattle,4,1.5,1880,1440,1.0,1954,680000.0001
Seattle,5,2.0,2000,1280,1.5,1908,690500.0
Sammamish,4,2.5,2770,2770,2.0,2004,699999.9999
Redmond,3,2.5,2610,2610,2.0,1996,724999.9999
Redmond,4,2.5,2490,2490,2.0,2000,725000.0001
Redmond,5,2.5,2980,2980,2.0,2006,739900.0
Issaquah,4,2.5,3000,3000,2.0,1995,739999.9999
Bellevue,5,2.5,2700,1750,1.0,1967,744499.9999
Seattle,4,2.5,2760,2230,2.0,1942,759999.9999
Snoqualmie,4,3.5,4000,4000,2.0,2007,762000.0
Sammamish,4,2.5,3920,3920,2.0,1997,770000.0001
Newcastle,4,2.5,3070,3070,2.0,2005,804099.9998
Seattle,5,3.25,4500,3000,2.0,1968,860000.0
Seattle,4,2.75,2840,1960,1.5,1912,869999.9999
Seattle,4,1.0,2550,2370,2.0,1905,890000.0
Bellevue,5,3.5,3100,1660,1.0,1970,904999.9998
Bellevue,5,2.25,2370,2370,2.0,1981,913888.0
Seattle,5,3.25,3160,2180,2.0,2005,957000.0
Seattle,5,3.0,2620,2620,2.0,2009,975000.0
Burien,3,4.5,4380,3720,2.0,1968,994999.9999
Woodinville,4,2.25,3310,3310,2.0,1924,1140000.0
Newcastle,4,1.75,3990,3990,2.0,2006,1200000.0
Bellevue,4,3.5,3770,2830,2.0,1989,1229000.0
Bellevue,4,3.5,4660,4660,2.0,2003,1280000.0
Bellevue,5,3.5,5850,4670,2.0,1978,1700000.0
Auburn,3,1.0,1310,960,1.0,1962,150000.0
Renton,3,1.5,1220,1220,1.0,1968,177500.0
Kent,3,1.75,1260,1260,1.0,1963,200500.0
Burien,2,1.0,920,920,1.0,1950,202000.0
Burien,2,1.0,720,720,1.0,1943,210000.0
Renton,3,1.5,1090,1090,1.0,1967,214750.0001
Des Moines,2,1.75,1390,1390,1.0,1980,216500.0
Auburn,3,1.0,1090,1090,1.5,1912,219500.0
Auburn,3,1.5,1660,1660,2.0,1981,220000.0001
Auburn,4,1.5,1600,1600,1.0,1959,224000.0
Black Diamond,3,1.75,1500,1500,1.0,2014,224000.0
Burien,3,2.0,1700,970,1.0,1945,225000.0001
Auburn,2,1.75,1590,1590,1.0,1972,225500.0
SeaTac,3,1.0,1060,1060,1.0,1956,230000.0
Renton,4,2.0,1330,1330,1.0,1942,235867.0
Seattle,4,1.0,1200,1200,1.5,1933,240000.0
Issaquah,3,1.0,1140,1140,1.0,1981,243800.0
Burien,3,1.0,1750,1150,1.0,1956,251555.5556
Federal Way,3,2.0,1900,1900,1.0,1991,252500.0
Burien,4,1.0,1230,1230,1.5,1944,252750.0
Federal Way,3,1.0,1640,1090,1.0,1954,253500.0
Auburn,5,2.0,2080,1740,1.0,1959,254000.0001
Auburn,3,2.0,1470,1470,1.0,1968,254599.9999
Seattle,2,1.0,930,930,1.0,1924,258125.0
Kent,3,2.5,1630,1120,1.0,1978,264269.9999
Kent,3,2.5,1650,1650,2.0,1991,268000.0
Seattle,4,2.25,2600,1600,1.0,1965,270000.0
Federal Way,3,1.75,1580,1580,1.0,1988,279899.9999
Kent,4,2.25,2070,2070,2.0,1977,280927.0
Lake Forest Park,2,1.0,1010,1010,1.0,1975,284999.9999
Kent,4,2.25,2260,2260,2.0,1984,289659.0
Burien,3,1.75,1570,1080,1.0,1956,289987.5
Renton,3,2.25,1780,1780,1.0,1967,300000.0001
Renton,4,1.75,1530,1530,1.5,1968,302000.0
Covington,4,2.5,2430,2430,2.0,2002,310000.0
Kent,4,2.5,1940,1140,1.0,1977,315000.0
North Bend,3,2.0,1550,1550,1.5,1999,320000.0
Seattle,2,1.0,950,950,1.0,1948,320000.0
Duvall,4,3.0,1930,1200,1.0,2006,330675.0001
Auburn,3,2.5,1769,1769,2.0,2012,334887.9999
Seattle,2,1.0,950,950,1.0,1941,339000.0
Renton,3,2.25,1780,1780,2.0,1987,350000.0
Kent,4,2.5,2580,2580,2.0,2005,354000.0
Federal Way,4,2.75,2530,1280,1.0,1977,354950.0
Seattle,3,1.5,1400,1400,1.0,1952,357250.0
Snoqualmie,3,1.5,2450,2450,1.0,1967,358000.0
Burien,5,1.75,1940,1940,1.5,1953,359000.0001
Burien,5,2.0,2280,2280,1.5,1924,365000.0
Kenmore,3,1.5,2380,1850,1.0,1961,370000.0001
Kent,4,2.5,3200,1610,1.0,1970,385000.0001
Seattle,3,3.25,1370,1100,2.0,2006,390000.0
Covington,4,3.0,3060,3060,2.0,2001,398999.9999
Renton,4,2.5,2220,2220,2.0,2001,405000.0
Woodinville,4,2.75,4230,4230,2.0,1985,405124.9999
Renton,3,2.5,2490,2490,2.5,2012,414000.0
Seattle,3,1.0,1170,1170,1.0,1957,415000.0
Duvall,3,2.5,2370,2370,2.0,2009,429900.0
Bothell,4,2.75,2110,1510,1.0,1962,435000.0
Renton,4,2.5,2250,2250,2.0,1989,440000.0
Seattle,3,1.5,2120,1220,1.0,1949,440000.0
Lake Forest Park,4,2.5,2160,1390,1.0,1976,440000.0
Seattle,4,1.5,1770,1770,2.0,1947,440000.0
Seattle,2,1.5,1370,1080,2.0,2008,446000.0
Lake Forest Park,3,1.5,1530,1530,1.0,1952,450000.0
Kirkland,5,2.75,2830,2830,1.5,1967,451000.0
Lake Forest Park,4,2.5,2550,1300,1.0,1961,460000.0
Kirkland,3,2.5,1730,1210,1.0,1969,460000.0
Seattle,2,1.75,1240,1240,1.0,1924,471000.0
Sammamish,3,1.75,1520,1520,1.0,1983,475580.0
Sammamish,3,1.75,1440,1440,1.0,1983,495000.0
Seattle,3,3.5,1590,1590,3.0,2010,518500.0
Renton,4,2.75,3030,3030,2.0,2011,525000.0
Bellevue,3,2.0,2330,2330,2.5,1987,529999.9999
Lake Forest Park,3,3.0,2410,2410,2.0,1942,537000.0
Maple Valley,5,3.0,3640,3640,2.0,2004,555000.0001
Kenmore,4,2.5,2480,1510,1.0,1959,560000.0001
Des Moines,5,3.0,3690,2690,1.0,1960,575000.0
Redmond,4,1.75,1720,1420,1.0,1975,580000.0
Snoqualmie,3,2.5,3240,2910,2.0,2004,600000.0
Issaquah,4,2.5,2770,2770,2.0,1989,602761.0
Snoqualmie,6,3.5,3600,2740,2.0,2004,620000.0001
Issaquah,3,2.0,2460,2460,1.0,1988,619999.9999
Seattle,3,1.75,2430,1760,2.0,1945,626000.0
Seattle,3,2.0,1660,970,1.0,1922,638000.0
Vashon,3,2.5,2480,2480,1.5,1974,662999.9998
Burien,2,1.75,1950,1160,1.0,1952,669000.0
Sammamish,4,2.5,2670,2670,2.0,1996,669950.0
Redmond,4,2.5,2150,2150,2.0,1997,677099.5651
Seattle,5,3.5,2720,1860,2.0,1993,690000.0001
Bellevue,3,2.75,2590,2590,2.0,1993,695000.0001
Burien,3,3.25,3740,3100,2.5,1990,710000.0002
Seattle,6,3.0,3110,1810,1.5,1921,724999.9999
Seattle,4,2.75,2880,2100,1.5,1912,755000.0001
Mercer Island,3,2.5,1980,1980,1.0,1959,760000.0
Bellevue,4,2.5,2660,2660,1.0,1955,772650.0001
Bellevue,3,2.75,2850,1920,1.0,1976,775000.0
Issaquah,4,3.25,3060,2300,2.0,2014,782900.0
Kirkland,3,1.75,2080,2080,1.0,1958,800000.0003
Woodinville,4,2.5,2990,2990,2.0,1990,800000.0
Seattle,3,2.75,2600,1600,1.5,1929,804999.9999
Seattle,4,2.75,2620,1310,1.0,1949,815000.0001
Mercer Island,3,2.0,2270,2270,1.0,1968,814999.9999
Issaquah,4,2.5,3060,3060,2.0,2006,826000.0
Bellevue,4,2.5,3230,1870,1.0,1977,827000.0
Seattle,4,3.5,3370,2470,2.0,2008,899999.9998
Woodinville,4,3.5,4040,4040,2.0,1987,910000.0003
Renton,4,3.75,3460,3460,2.0,2013,971971.0001
Mercer Island,4,3.5,3320,2040,1.0,1977,1025000.0
Bellevue,4,3.5,3450,3450,2.0,2007,1050000.0
Bellevue,4,3.5,3990,3990,2.0,2008,1080000.0
Seattle,3,3.0,3760,3060,2.5,1910,1250000.0
Clyde Hill,4,3.0,4040,2020,1.0,1972,1388000.0
Medina,4,2.25,3250,3250,2.0,1979,1410000.0
Des Moines,3,1.0,1060,1060,1.0,1959,140000.0
Seattle,1,1.0,690,690,1.0,1928,167500.0
Seattle,2,1.0,900,900,1.0,1905,191000.0
Seattle,2,1.0,1020,1020,1.0,1940,195000.0
Federal Way,3,1.0,970,970,1.0,1967,209950.0
Seattle,2,1.0,940,940,1.0,1926,212700.0
Auburn,2,1.75,1220,1220,1.0,1972,215500.0
Seattle,3,1.0,910,910,1.0,1966,221000.0
Seattle,2,1.75,1110,1110,2.0,2014,229800.0
Covington,3,1.75,1010,1010,1.0,1969,230000.0
Kent,4,1.0,1390,1390,1.0,1955,233999.9999
Renton,3,1.75,1950,1950,1.0,1960,234999.9999
Enumclaw,3,1.75,1400,1400,1.0,1998,235000.0
Seattle,1,1.5,1170,1070,2.0,2007,235000.0
Enumclaw,3,3.0,1670,1670,1.0,2014,246950.0
Auburn,3,2.5,1720,1720,2.0,1998,255000.0001
Federal Way,3,2.25,1715,1715,2.0,1995,257500.0001
SeaTac,3,1.75,1650,1650,1.0,1957,259500.0
Seattle,2,1.0,700,700,1.0,1922,260000.0
Shoreline,2,1.0,720,720,1.0,1951,275500.0
Kent,3,2.5,1630,1320,1.0,1985,279000.0
Shoreline,2,1.0,910,910,1.0,1948,285000.0
Issaquah,4,2.0,1350,1350,3.0,2008,288790.0
Kenmore,3,1.5,1590,1590,1.0,1956,300000.0
Seattle,6,4.0,3120,2090,2.0,1993,315000.0001
Maple Valley,4,2.5,2570,2570,2.0,2005,320000.0
Auburn,5,2.75,2400,2400,2.0,1998,327000.0
Kent,4,1.75,2440,1610,1.0,1978,330000.0
Renton,3,1.75,1780,1280,1.0,1981,342000.0
