number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
3,1,1870,2807,1.5,0,0,4,1580,290,1927,0,Seattle,WA 98107,6.670844272,584999.9999
4,3,2440,9600,2,0,0,5,2440,0,1961,0,Kirkland,WA 98034,6.878232589,588999.9999
3,2,2250,8800,1,0,0,4,1250,1000,1925,1968,Seattle,WA 98116,6.36097247,589000
4,2.5,2010,7972,2,0,0,4,2010,0,1989,0,Issaquah,WA 98029,6.032555952,590000
3,1.75,2350,20820,1,0,0,4,1800,550,1978,2000,Sammamish,WA 98074,7.308365976,614999.9999
5,2.75,3320,23760,2,0,0,4,2190,1130,1975,0,Woodinville,WA 98072,6.697977664,622500
4,2.5,2790,43091,2,0,0,4,2790,0,1989,0,Woodinville,WA 98077,6.581146498,665000.0001
4,2.75,3650,48351,1.5,0,0,4,3650,0,1978,2000,Woodinville,WA 98077,6.628300107,697000
3,2,2910,6600,2,0,0,4,1920,990,1900,1988,Seattle,WA 98118,7.635898019,718500.0001
5,2.5,3210,12000,1,0,0,4,1830,1380,1968,0,Bellevue,WA 98007,7.978469799,724999.9999
3,2.5,2300,3060,1.5,0,0,3,1510,790,1930,2002,Seattle,WA 98115,7.680283496,738190.8572
4,2.5,2420,10285,1,0,4,3,1700,720,1958,2004,Burien,WA 98146,6.12460304,760000
4,2,3140,10875,1,0,1,3,1940,1200,1939,1969,Seattle,WA 98199,7.42362062,775000.0001
4,3.5,3200,3250,2,0,0,3,2670,530,2007,0,Issaquah,WA 98029,6.014951772,795000
3,2.5,2860,4442,2,0,0,3,2860,0,2000,0,Seattle,WA 98199,7.46295736,798999.9999
3,1.75,1980,13503,1,0,2,4,1320,660,1952,0,Bellevue,WA 98008,6.887860016,810000
5,3.5,2320,4960,2,0,0,5,1720,600,1926,0,Seattle,WA 98103,6.98716112,822500
4,2.5,4120,22370,2,0,0,3,4120,0,1997,0,Sammamish,WA 98074,6.220723164,862999.9999
4,2.5,3670,54450,2,0,0,3,3670,0,1999,0,Sammamish,WA 98074,6.950395165,883000.0002
4,2.25,2770,13500,2,0,0,3,2770,0,1974,0,Mercer Island,WA 98040,7.888114562,890000.0002
5,2.5,2350,4000,2,0,0,3,2350,0,1993,0,Seattle,WA 98112,7.773003266,909999.9999
4,2.5,3770,35081,2,0,0,3,3770,0,1989,0,Redmond,WA 98053,7.088412539,949999.9998
5,2.75,3100,10014,1,0,2,4,1660,1440,1973,0,Mercer Island,WA 98040,6.456441106,975000
4,2.5,2750,4800,2,0,0,3,1960,790,1905,2005,Seattle,WA 98103,6.439747541,1030000
5,1.5,2540,6660,2,0,3,4,2340,200,1954,1979,Seattle,WA 98136,7.627736837,1120000
5,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,Seattle,WA 98112,6.267110918,1335000
3,2.5,4310,32093,1.5,0,4,5,2510,1800,1982,0,Shoreline,WA 98177,7.069434637,1735000
3,1.75,1430,8865,1,0,0,3,1430,0,1950,2005,Seattle,WA 98125,7.306803419,330000.0001
3,2,1510,6710,1,0,0,3,1070,440,1972,2002,Kirkland,WA 98034,7.059430945,397500
2,1,1980,5000,1,0,0,4,1090,890,1923,0,Seattle,WA 98144,7.828622683,496751.9999
4,2.75,2360,4924,2,0,0,3,2360,0,2008,0,Kenmore,WA 98028,7.275460868,525000
3,2.5,1930,7214,2,0,0,3,1930,0,2005,0,Seattle,WA 98125,7.004938141,530000
4,2.75,2450,4187,2,0,2,3,2450,0,2010,0,Issaquah,WA 98029,6.161414774,735000
5,2.75,2920,11880,1,0,0,5,1660,1260,1968,0,Issaquah,WA 98027,7.315379466,850000.0001
4,2.5,2960,41656,2,0,0,3,2960,0,1985,0,Woodinville,WA 98072,7.954411703,883000
3,2.5,1890,4838,2,0,0,3,1730,160,2002,0,Tukwila,WA 98168,6.083097397,269950
3,1,1110,12150,1,0,0,4,1110,0,1957,2001,Bellevue,WA 98008,7.214278759,416000
5,3,2430,8000,1,0,0,4,1370,1060,1957,2001,Bellevue,WA 98008,6.134451349,506000
3,2,1900,8100,1,0,0,4,950,950,1940,2001,Seattle,WA 98115,6.585705645,520500
3,1.75,2140,9484,1,0,0,3,1290,850,1953,0,Bellevue,WA 98004,6.7451929,650000
4,2.5,2700,9122,2,0,0,3,2700,0,1990,2009,Issaquah,WA 98029,7.7570617,652500
3,1.5,1230,8056,1,0,0,4,1230,0,1949,1985,Burien,WA 98168,6.98998842,150000
2,1,760,5500,1.5,0,0,3,760,0,1947,2012,Seattle,WA 98168,7.279993347,163785.7143
3,1.5,1220,7300,1,0,0,3,1220,0,1973,2013,Auburn,WA 98001,6.437910835,175000
3,1.75,1070,8100,1,0,0,4,1070,0,1957,2001,Auburn,WA 98002,6.296693923,183000
4,2.5,2240,9826,1,0,0,4,1370,870,1988,0,Federal Way,WA 98023,6.677857597,220000
3,2,1410,7998,1,0,0,4,1410,0,1940,2001,Tukwila,WA 98178,7.556240766,220000
3,1.75,1400,6956,1,0,0,4,1400,0,1957,2001,Kent,WA 98031,6.050910803,230000
2,1.5,880,1805,2,0,0,3,880,0,1999,0,Seattle,WA 98133,7.613620187,235000
2,1,1200,4880,1,0,0,3,980,220,1943,2002,Seattle,WA 98106,7.686296998,245000
3,1,1000,9150,1,0,0,3,1000,0,1969,2010,Renton,WA 98059,7.090050174,265000
3,1,1100,8536,1,0,0,4,1100,0,1957,2001,Seattle,WA 98118,7.030544288,277000
3,2.5,1880,6008,2,0,0,3,1880,0,2009,0,Kent,WA 98042,7.374081964,284000.0001
4,1.75,1960,7950,1,0,0,4,1960,0,1967,0,Federal Way,WA 98023,6.806325696,285499.9999
3,1.75,1770,8235,1,0,0,3,1030,740,1960,2012,Burien,WA 98148,6.789614862,295000
5,3,1940,6355,1,0,0,3,1200,740,2007,0,Seattle,WA 98168,7.45183717,300000
4,2,1810,8750,1,0,0,2,1110,700,1967,0,Renton,WA 98058,6.056849744,304000
3,1.75,1150,9600,1,0,0,3,1150,0,1979,2014,North Bend,WA 98045,6.977035061,309212
3,2.25,1200,1400,3,0,0,3,1200,0,2005,0,Seattle,WA 98133,7.018356836,320000
1,1,960,2640,1,0,0,3,760,200,1908,1988,Seattle,WA 98112,7.215774334,332000
3,1.5,2040,6000,1,0,0,3,1340,700,1957,2000,Seattle,WA 98118,7.636678111,334999.9999
3,2.5,1212,1174,3,0,0,3,1212,0,2004,2003,Seattle,WA 98125,6.917332609,340000
4,1.75,1580,5340,1,0,0,3,1130,450,1947,2012,Seattle,WA 98144,7.255512159,351250
4,2.25,1760,9602,2,0,0,3,1760,0,1987,2000,Renton,WA 98058,6.221202149,353500
2,1.75,1210,1040,2,0,0,3,1210,0,2014,0,Issaquah,WA 98029,7.355802624,357185.9999
3,2,1530,8925,1,0,0,3,1530,0,1977,2004,Bothell,WA 98011,7.287801131,371024.9999
3,1,1770,5720,1.5,0,0,4,1140,630,1926,1993,Seattle,WA 98126,6.77625208,373000
4,2,2400,6000,2,0,0,3,2400,0,1913,1945,Bothell,WA 98011,6.381329558,375000
4,2,1240,3000,1,0,0,3,1040,200,1908,1988,Seattle,WA 98122,6.922813082,375000
5,2.5,2760,8015,1,0,0,4,1600,1160,1960,2001,Seattle,WA 98125,7.988340661,377999.9999
4,2.5,2960,5054,2,0,0,3,2960,0,2006,0,Maple Valley,WA 98038,6.83108953,385000
3,2,1590,9912,2,0,0,3,1590,0,2000,0,Vashon,WA 98070,7.656457866,385000
4,1.75,1690,4080,1,0,0,4,870,820,1984,0,Seattle,WA 98144,7.048086152,384999.9999
2,1,830,26329,1,1,3,4,830,0,1928,0,Vashon,WA 98070,7.743295712,385000
4,2,1580,9581,1,0,0,3,1580,0,1953,0,Kirkland,WA 98033,6.010159946,410000
4,2,1800,2970,1,0,0,4,1000,800,1923,0,Seattle,WA 98115,7.180566226,414999.9999
4,3,2360,6250,1,0,2,3,1460,900,1960,2012,Seattle,WA 98118,6.394309908,418000
4,1.5,1220,10580,1,0,0,3,1220,0,1965,1993,Bellevue,WA 98008,7.413506005,418000
5,2.5,2340,4500,2,0,0,3,2340,0,2009,0,Renton,WA 98059,6.980194704,429000.0001
3,2,1980,2674,3,0,0,3,1980,0,2007,0,Seattle,WA 98136,7.792806766,435000.0001
3,2.5,2300,9521,2,0,0,3,2300,0,2003,0,Duvall,WA 98019,6.221966081,435000
3,1.75,1890,32340,1.5,0,3,3,1890,0,1976,0,Vashon,WA 98070,7.64053309,444999.9998
6,2.25,3550,11780,1,0,0,4,2960,590,1948,0,Seattle,WA 98125,6.976496814,449999.9999
2,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014,Redmond,WA 98052,6.899414355,455000
3,1.75,1550,4708,1,0,0,4,860,690,1949,1985,Seattle,WA 98115,6.874312445,460000
3,2.25,2670,7500,1,0,0,4,1640,1030,1966,0,Burien,WA 98166,7.889416205,465000.0001
3,2.5,1350,1186,2,0,0,3,1120,230,2007,0,Seattle,WA 98117,7.648138648,468500
3,1.5,1760,6723,1,0,0,3,1160,600,1958,2004,Seattle,WA 98118,7.146703871,470000
3,1.5,1510,8000,1,0,0,4,1510,0,1956,0,Bellevue,WA 98007,7.803466119,470000.0001
5,2.5,2570,9962,2,0,0,3,2570,0,2006,0,Duvall,WA 98019,6.943672766,492499.9999
3,1.75,1750,12325,1,0,0,4,1470,280,1968,0,Redmond,WA 98052,7.741403605,498999.9999
4,2.75,2280,15347,1,0,0,5,2280,0,1960,0,Newcastle,WA 98059,7.641761546,500000
3,1.75,1540,10800,1,0,0,5,770,770,1947,0,Mercer Island,WA 98040,6.081001518,500000
4,2.5,1740,7500,1,0,0,4,1220,520,1976,1992,Redmond,WA 98052,6.166375159,518000.0001
3,2.25,1420,1282,3,0,0,3,1420,0,2006,0,Seattle,WA 98103,6.902622651,523950
4,2.5,2050,6360,2,0,0,3,2050,0,1988,2000,Issaquah,WA 98029,7.83690175,530000
3,2.5,1700,3150,2,0,0,3,1700,0,2005,0,Issaquah,WA 98029,7.727258621,534500
4,2.5,2650,5600,2,0,0,3,2650,0,2014,0,Renton,WA 98059,7.282279003,542525.0001
3,2.5,1940,9775,1,0,2,3,1440,500,1975,0,Kirkland,WA 98034,7.302689548,545000
4,2.25,2170,7737,2,0,0,3,2170,0,1987,2000,Sammamish,WA 98074,6.921010872,566000.0001
4,2.5,2120,9603,2,0,0,3,2120,0,1985,0,Issaquah,WA 98027,6.747577187,575000
4,2.5,2440,28405,2,0,0,3,2440,0,2002,0,Kenmore,WA 98028,6.36050998,576000
5,2.5,2640,7096,2,0,0,3,2640,0,2003,0,Redmond,WA 98053,7.154012586,632500
3,2.5,2110,3600,2,0,0,3,2110,0,2005,0,Redmond,WA 98052,7.512566665,638000
4,2.75,2610,4160,3,0,0,5,1910,700,1910,0,Seattle,WA 98103,6.343566369,650000.0001
6,1.75,1840,2774,1,0,0,3,1060,780,1900,2005,Seattle,WA 98122,6.975433331,660000.0001
3,1.5,1720,8100,2,0,0,3,1720,0,1907,1983,Seattle,WA 98107,6.450811428,666999.9999
4,2.75,2500,4950,2,0,0,3,2500,0,2010,0,Redmond,WA 98053,6.947727026,680000
4,3.5,2840,4637,3,0,0,3,2840,0,2008,0,Seattle,WA 98125,6.051139726,685000
2,1.75,1600,4000,1,0,0,5,850,750,1918,0,Seattle,WA 98112,7.587800662,689999.9999
4,3.5,2690,6164,2,0,0,3,2690,0,2002,0,Sammamish,WA 98075,7.034386588,699850.0001
4,3.25,3430,9870,2,0,0,3,3430,0,2014,0,Bothell,WA 98011,7.117975562,749995.0001
3,2.5,3100,23790,2,0,0,3,3100,0,2002,0,Sammamish,WA 98075,6.632259374,759950
3,1.75,1990,5560,1,0,0,4,1100,890,1939,1989,Seattle,WA 98105,7.572158272,763101
3,2.75,2670,3738,1,0,0,3,1720,950,2013,1923,Renton,WA 98056,6.542465474,798800
4,2.5,2810,9800,1,0,0,4,1710,1100,1973,0,Bellevue,WA 98006,7.496549325,825000.0001
4,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,Seattle,WA 98116,7.345900083,825000
4,3.5,4140,7089,2,0,0,3,3160,980,2003,0,Kirkland,WA 98034,6.389491376,849999.9999
4,3.25,3450,6184,2,0,0,3,3450,0,2014,0,Sammamish,WA 98074,7.08914755,852880
4,2.5,3190,14565,2,0,0,3,3190,0,1990,2009,Woodinville,WA 98077,7.096968779,861999.9999
4,3.5,3290,5414,2,0,1,3,2360,930,2006,0,Kirkland,WA 98034,7.272743809,899949.9999
4,2.5,3030,8507,2,0,0,3,3030,0,2003,0,Kirkland,WA 98033,6.099300744,902000
4,1.5,2220,9496,1,0,0,4,1490,730,1954,1979,Bellevue,WA 98004,7.543934521,920999.9999
4,3.5,3280,6603,2,0,0,3,3280,0,2007,0,Bellevue,WA 98006,6.188194327,963000.0001
4,2.75,2800,19168,2,0,0,3,2800,0,1992,0,Sammamish,WA 98075,6.798164734,998999.9999
4,4,3530,8400,2,0,0,5,2630,900,1958,0,Seattle,WA 98199,7.391950941,1095000
4,1,1920,13787,1,0,0,4,1220,700,1966,0,SeaTac,WA 98188,6.272888999,170000
3,1,1140,8366,1,0,0,5,1140,0,1943,0,Renton,WA 98058,7.752364807,171224.8
3,1.5,1180,7000,1,0,0,4,1180,0,1977,0,Federal Way,WA 98023,6.744702103,187500
3,1.5,1430,7347,1,0,0,3,820,610,1980,0,Federal Way,WA 98023,7.340576374,197999.9999
4,1.75,1740,9344,1,0,0,3,1180,560,1978,0,Federal Way,WA 98023,6.746838933,204950
3,1,1320,7000,1,0,0,4,1320,0,1967,0,Auburn,WA 98002,6.970649672,206000
1,1,930,7129,1,0,0,3,930,0,1948,1994,Seattle,WA 98133,6.74400386,210000
3,2.25,2110,7665,1,0,0,4,1360,750,1973,0,Federal Way,WA 98023,6.557086511,225279.4286
3,2,1410,7466,1,0,0,3,1410,0,1983,2009,Renton,WA 98058,6.809160114,229950
3,2,1570,7000,2,0,2,4,1050,520,1971,0,Seattle,WA 98122,7.574063298,233166.6667
3,1.75,1190,7280,1,0,0,4,1190,0,1968,0,Auburn,WA 98092,6.19249721,235000
3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,Kent,WA 98031,6.51523328,242000
3,1.75,1370,8719,1,0,0,3,1370,0,1982,0,Covington,WA 98042,7.034972709,247199.9999
4,2.5,1800,8100,2,0,0,3,1800,0,1998,2006,Maple Valley,WA 98038,6.59254194,249999.9999
3,1.75,1160,6134,1,0,0,3,1160,0,1998,2006,Auburn,WA 98002,7.671841989,250000
2,1.5,1088,1360,2,0,0,3,1088,0,1983,2009,Kirkland,WA 98034,6.508326034,250000
3,1.5,880,6600,1,0,0,5,880,0,1945,0,Seattle,WA 98178,7.387975447,253000
3,1.75,1700,7532,1,0,0,3,1700,0,1987,2000,Kent,WA 98030,7.85466142,255000
3,2,1870,5909,1,0,0,3,1270,600,1986,0,Kent,WA 98030,7.445187252,259000
3,1.75,1440,12888,1,0,2,3,1090,350,1958,2004,Tukwila,WA 98168,7.7127395,260000
3,1.5,1270,20700,1,0,0,2,1150,120,1948,0,Lake Forest Park,WA 98155,7.081783262,260000
2,1.5,1480,7276,1,0,0,4,940,540,1978,2000,Renton,WA 98056,6.953315749,269500
3,2,1380,7476,1,0,0,3,1380,0,1989,0,Auburn,WA 98001,6.761304642,272000
4,2.25,1930,7207,1,0,0,4,1360,570,1988,0,Kent,WA 98030,6.176848425,280000
3,2.5,1413,3600,2,0,0,3,1413,0,2011,0,Kent,WA 98031,6.919613888,286800
4,2.5,1660,9760,2,0,0,3,1660,0,1994,0,Kent,WA 98030,7.570510868,294999
4,2,1870,6000,1.5,0,0,3,1870,0,1956,2001,Seattle,WA 98125,7.370700816,310000
3,1,860,5060,1.5,0,0,3,860,0,1927,2011,Seattle,WA 98133,6.56269623,320000
4,2.5,2610,7091,2,0,0,3,2610,0,1987,2000,Federal Way,WA 98023,6.674668592,325000
3,1.75,1160,22470,1,0,0,4,1160,0,1976,1992,Kenmore,WA 98028,7.098415033,329333.3333
3,2.5,3040,7232,2,0,0,3,3040,0,2003,0,Auburn,WA 98092,6.607725813,330000.0001
3,2.5,1270,2509,2,0,0,3,1270,0,2004,2003,Seattle,WA 98106,7.969748493,331366.6668
3,2.5,1530,9406,1,0,0,3,1270,260,1993,0,Renton,WA 98059,6.219424459,332000
2,1,740,6180,1,0,0,3,740,0,1948,1994,Seattle,WA 98118,7.870544345,342000
4,2.75,2250,7412,1,0,0,4,1480,770,1975,0,Renton,WA 98058,6.335691452,344999.9999
3,2.5,1680,2229,2,0,0,3,1680,0,2007,0,Shoreline,WA 98155,7.910151079,345000
3,2,1380,3600,3,0,0,3,1380,0,2013,1923,Seattle,WA 98122,6.533695832,350000
2,2.5,1260,1347,3,0,0,3,1260,0,2005,0,Seattle,WA 98103,6.451720487,350000
5,3.5,2800,7350,2,0,0,3,2800,0,1995,0,Seattle,WA 98106,6.098562522,379900
4,2.5,2150,37647,2,0,0,3,2150,0,1991,0,Kent,WA 98042,6.097189782,379999.9999
4,2.5,2210,7079,2,0,0,3,2210,0,1993,0,Kent,WA 98031,7.46421787,382500
2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,Snoqualmie,WA 98065,6.04563711,386000
3,2.25,2140,11266,2,0,0,3,2140,0,1986,0,Duvall,WA 98019,7.209436385,400000
3,1.5,1450,7375,1,0,0,3,1010,440,1968,1997,Kirkland,WA 98034,7.724555993,402000
3,1.5,1880,7400,1,0,0,3,1480,400,1968,1997,Lake Forest Park,WA 98155,7.236984843,405000
4,2,1610,9600,1,0,0,5,1610,0,1967,0,Newcastle,WA 98056,7.920353551,415000.0001
3,2.5,2890,21780,2,0,0,3,2890,0,2000,0,SeaTac,WA 98188,6.857409825,420999.9999
3,2,1730,9000,1,0,0,3,1370,360,1978,0,Issaquah,WA 98027,7.408252738,430000
3,2.25,1230,1238,2,0,0,3,1080,150,2009,0,Seattle,WA 98199,7.88915593,435000
2,1,1230,3800,1,0,0,3,1230,0,1928,1954,Seattle,WA 98115,6.951523425,435000
4,2,1450,8400,1.5,0,0,4,1450,0,1962,0,Kirkland,WA 98034,6.07705058,440000
4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,Snoqualmie,WA 98065,7.808304581,449950
4,2.5,1670,3315,2,0,0,3,1670,0,2005,0,Issaquah,WA 98029,6.217702707,451000
4,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,Seattle,WA 98105,7.231316838,458000
4,2.5,3250,4500,2,0,0,3,3250,0,2009,0,Renton,WA 98059,6.428764563,460886.923
2,2,1494,19271,2,1,4,3,1494,0,1943,1997,Vashon,WA 98070,7.453524668,465000
2,2.75,1430,1425,2,0,0,3,995,435,2006,0,Seattle,WA 98112,6.167911533,465000
4,2.5,2340,6896,2,0,0,3,2340,0,2001,0,Renton,WA 98059,6.288907123,465950.0001
3,2.5,1180,1262,3,0,0,3,1180,0,2010,0,Seattle,WA 98119,7.646264064,472000
3,2.25,2280,5750,1,0,1,4,1150,1130,1985,0,Seattle,WA 98116,6.372054348,475000.0001
3,2.75,2300,4637,2,0,0,3,2300,0,2008,0,Snoqualmie,WA 98065,7.208962976,479499.9999
4,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,Kirkland,WA 98034,6.158395274,493000.0001
3,2.5,2970,21907,2,0,0,3,2970,0,1998,2006,Renton,WA 98059,6.3727853,499500
3,1.75,2180,7700,1,0,0,3,1480,700,1961,2004,Shoreline,WA 98177,7.184736706,506000
4,2.75,3070,7201,2,0,0,3,3070,0,2006,0,Renton,WA 98059,6.939752649,535000
4,2.25,1990,5948,2,0,0,3,1990,0,1991,0,Issaquah,WA 98029,7.972737597,536000
3,2.75,2750,18029,1,0,2,5,1810,940,1978,0,Bellevue,WA 98006,7.952281179,540000.0001
4,2.25,2030,11585,1,0,0,4,1590,440,1967,0,Redmond,WA 98052,6.307034219,545000.0001
4,1,1720,2800,1.5,0,0,4,1200,520,1926,1993,Seattle,WA 98115,7.772812853,547000
2,2.5,1380,953,3,0,0,3,1380,0,2006,0,Seattle,WA 98103,7.594078966,549000
3,1.75,2240,78225,2,0,0,5,2240,0,1976,0,Vashon,WA 98070,7.467918043,549999.9998
3,2,2340,3477,1,0,1,5,1170,1170,1971,0,Seattle,WA 98118,6.521129782,560000
5,1,1710,9100,1.5,0,0,4,1320,390,1926,1993,Seattle,WA 98126,7.276266429,560000
5,2,2700,10875,1,0,0,4,1540,1160,1962,0,Bellevue,WA 98007,7.752216705,580000
3,2.25,2010,10760,2,0,0,3,2010,0,1985,0,Redmond,WA 98052,6.874921137,605000
3,2.5,2830,6536,2,0,0,3,2830,0,1989,0,Woodinville,WA 98072,6.0907132,605500
4,2.5,2490,12929,2,0,0,3,2490,0,1983,2009,Sammamish,WA 98074,6.832893547,615999.9999
3,2.5,2670,10481,2,0,0,3,2670,0,2003,0,Kirkland,WA 98033,6.073860974,645325.0001
3,2,1880,3800,1,0,0,5,1030,850,1927,0,Seattle,WA 98115,6.239232602,667500
4,2.75,2700,35362,2,0,0,5,2700,0,1976,0,Woodinville,WA 98077,7.819743212,668999.9998
6,1.75,2740,6360,1,0,3,3,1370,1370,1953,0,Seattle,WA 98146,7.100848999,675000
4,2.5,2650,11520,2,0,0,3,2110,540,1988,2000,Kirkland,WA 98033,7.790395911,719999.9999
4,2.75,2630,7505,2,0,0,3,2630,0,1994,0,Redmond,WA 98052,7.896564355,725000.0001
3,2.5,2300,6009,1,0,0,3,2300,0,2005,0,Redmond,WA 98053,7.821467656,738500
4,2.5,2940,10382,2,0,0,4,2940,0,1991,0,Newcastle,WA 98059,7.044172498,752000
3,2.5,2590,7720,2,0,0,3,2590,0,1988,2000,Bellevue,WA 98007,6.734176767,809000.0001
7,4.25,3670,4000,2,0,1,3,2800,870,1964,2000,Seattle,WA 98199,7.156306667,823999.9999
5,2.75,3010,12611,2,0,0,3,3010,0,1994,0,Redmond,WA 98052,7.112845847,837699.9999
4,3.5,3860,18334,2,0,0,3,3120,740,1996,0,Woodinville,WA 98077,6.476660727,840000
4,2.75,3150,38865,1,0,0,3,2480,670,1986,0,Redmond,WA 98052,7.351423765,853999.9997
5,3.5,3130,4797,2,0,0,3,2570,560,2014,0,Bellevue,WA 98006,6.378379573,866059
4,4.25,3010,4887,2,0,3,4,1940,1070,1951,1996,Seattle,WA 98115,7.973984209,870000
3,1.75,2960,12420,1,0,2,4,1480,1480,1952,0,Seattle,WA 98116,7.806434981,936000
4,3.5,2650,3060,2,0,0,3,2060,590,2001,0,Seattle,WA 98103,7.946620831,1008000
4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,Newcastle,WA 98059,6.974682084,1200000
4,4,4420,16526,2,0,0,3,4420,0,2013,1923,Sammamish,WA 98075,6.234883982,1325000
3,3.5,4360,6240,2,0,3,3,2960,1400,2008,0,Seattle,WA 98103,7.198303826,1555000
6,1,1370,5080,1.5,0,0,3,1120,250,1931,0,Seattle,WA 98106,6.133118714,175000
2,1,660,5000,1,0,0,3,660,0,1915,0,Seattle,WA 98106,6.288105609,175000
1,1,720,4800,1,0,0,3,720,0,1914,1996,Seattle,WA 98118,6.062204832,190000
3,1,1080,8580,1.5,0,0,3,1080,0,1900,2005,Tukwila,WA 98168,7.860849543,192500
2,1.5,1820,8867,2,0,0,3,1820,0,1921,2000,Tukwila,WA 98168,7.677891491,206000
2,1,1080,9435,1,0,0,3,1080,0,1958,2004,Renton,WA 98058,6.406129064,230000
3,1.75,1670,6900,1,0,0,3,1170,500,1978,0,Federal Way,WA 98023,6.080201752,239950
2,1,670,10920,1,0,0,3,670,0,1942,1999,Seattle,WA 98146,6.794525874,240000
3,2,1260,8092,1,0,0,3,1260,0,1986,0,Maple Valley,WA 98038,6.582979824,242000
3,1,1130,12519,1,0,0,3,1130,0,1958,2004,Renton,WA 98056,7.685996733,243069.2307
2,1,790,11234,1,0,0,4,790,0,1942,1982,Normandy Park,WA 98166,7.726122994,250275
4,2,2030,9600,1.5,0,0,3,1430,600,1947,2012,SeaTac,WA 98188,6.904960306,253779
4,1.75,1820,8118,1,0,0,4,1080,740,1980,0,Kent,WA 98031,7.273534589,264000
4,1.75,1770,9011,1,0,0,5,1050,720,1983,0,Covington,WA 98042,7.274147961,264950
4,1.5,2050,7100,1,0,0,3,1050,1000,1963,2008,Auburn,WA 98001,6.758135177,265000
3,2.25,1584,2800,2,0,0,3,1584,0,2012,1912,Auburn,WA 98002,7.647831597,267000
3,2.25,1720,9000,1,0,0,4,1320,400,1969,0,Federal Way,WA 98023,7.794139329,274500
5,1.75,2150,7171,1,0,0,4,1460,690,1970,0,Kent,WA 98031,6.35976256,279950.0001
3,1,990,10723,1,0,0,5,990,0,1960,0,Renton,WA 98059,7.560698301,284950
4,2.5,2570,9000,1,0,0,4,1590,980,1979,0,Federal Way,WA 98023,7.292374001,287500.0001
3,2,1380,8682,1,0,0,4,1380,0,1966,0,Des Moines,WA 98148,7.753423863,295000
5,2.5,2220,9360,1,0,0,4,1110,1110,1968,0,Renton,WA 98058,7.67084696,299000
3,2.5,1700,3575,2,0,0,3,1700,0,2000,0,Seattle,WA 98108,7.704923083,300000
3,1,910,7700,1,0,0,4,910,0,1971,0,Kirkland,WA 98034,7.928868675,300000
3,2.25,1490,1294,2,0,0,3,1220,270,2010,0,Seattle,WA 98106,7.668503212,309000
4,2.5,2660,12672,1,0,0,4,1740,920,1960,2001,Federal Way,WA 98003,7.716292959,310000
3,2.5,1730,6368,2,0,0,3,1730,0,1993,0,Maple Valley,WA 98038,7.463078101,315000
4,2.5,1820,6753,2,0,0,3,1820,0,1994,0,Maple Valley,WA 98038,7.013489743,322500
3,2.75,2200,7000,1,0,0,4,1280,920,1977,0,Renton,WA 98058,6.565019346,325000
3,2.5,1600,26977,2,0,0,3,1600,0,2005,0,Duvall,WA 98019,7.815767526,329999.9999
2,1,940,9839,1,0,0,3,940,0,1910,2006,Seattle,WA 98136,7.605347891,337945.75
2,1,1100,4200,1,0,0,3,1100,0,1954,2005,Seattle,WA 98136,7.291072581,343566
3,2.5,2640,6715,2,0,0,3,1680,960,1991,0,Renton,WA 98058,7.988030707,365000
3,2.5,1950,6871,2,0,0,3,1950,0,1997,0,Shoreline,WA 98155,6.449022878,375000
3,3.25,1689,1388,3,0,0,3,1689,0,2008,0,Seattle,WA 98125,7.015733279,384400
3,1.75,1050,6150,1.5,0,0,4,950,100,1928,0,Seattle,WA 98116,7.515712588,400000
5,2.5,3600,17300,1,0,0,4,2410,1190,1968,0,Normandy Park,WA 98166,6.567458291,403500
4,2,1970,10500,1,0,0,3,1820,150,1961,2004,Burien,WA 98166,7.483502912,409999.9999
4,2.5,2020,5501,2,0,0,3,2020,0,2010,0,Renton,WA 98059,6.890418099,414999.9999
3,1.75,1270,4800,1,0,0,3,1270,0,1952,2014,Seattle,WA 98126,7.57509153,415000
3,2,1670,7700,1,0,0,3,1170,500,1972,2002,Kirkland,WA 98034,6.227281921,423999.9999
4,2.5,2410,4780,2,0,0,3,2410,0,2000,0,Snoqualmie,WA 98065,7.394579165,440000
3,1.75,1180,4080,1,0,0,4,760,420,1928,0,Seattle,WA 98117,7.343968684,450000
3,1.75,1180,14292,1,0,0,3,1180,0,1981,2013,North Bend,WA 98045,7.080731567,455000
3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,Renton,WA 98056,7.054593983,461000.0001
3,1.75,1510,4800,1,0,2,3,860,650,1925,2011,Seattle,WA 98126,7.52103655,465000
5,2.5,2240,7543,1,0,0,3,1140,1100,1966,1963,Shoreline,WA 98177,7.289162173,469000
3,1.75,1700,8432,1,0,0,3,1230,470,1977,2004,Seattle,WA 98125,6.194492456,475000
