number of rooms,security level of the community,residence space,noise level,view,aboveground space ,basement space,building year,total cost
3,1.0,850,1.0,0,850,0,1948,325000.0
3,1.75,2000,1.0,0,1300,700,1968,325187.5
2,1.0,900,1.0,0,900,0,1956,329950.0
3,1.0,1480,1.0,0,970,510,1963,336500.0
4,2.0,2470,1.5,0,1970,500,1948,339000.0
3,1.0,1100,1.0,0,720,380,1942,339000.0
2,1.75,1210,1.0,0,1210,0,1982,342500.0
4,1.75,1760,1.0,2,1180,580,1950,343500.0
3,1.5,1360,1.0,0,1360,0,1966,348500.0
4,2.5,2090,2.0,0,2090,0,1989,349950.0
4,3.0,2560,2.0,0,2560,0,2004,350000.0
2,1.0,740,1.0,0,740,0,1922,350000.0
2,2.25,930,2.0,0,630,300,2007,355000.0
3,1.75,1500,1.0,0,1500,0,1957,360000.0
4,1.75,1450,1.0,0,1450,0,1960,362500.0
2,1.75,1240,1.5,0,1240,0,1906,362750.0
3,1.75,1840,1.0,0,1340,500,1977,366000.0
3,1.0,1660,1.0,0,1160,500,1978,367500.0
3,2.5,1740,2.0,0,1740,0,1992,379000.0001
3,2.25,1860,2.0,0,1860,0,1963,379999.9999
4,1.75,1250,1.0,0,1250,0,1959,391400.0
3,2.5,1600,2.0,0,1600,0,2007,395000.0
4,1.75,1540,1.0,0,770,770,1943,395000.0
3,2.5,2590,1.0,0,2590,0,1976,396500.0
3,2.5,2970,1.0,0,1510,1460,1967,400000.0001
3,2.0,1230,1.0,0,990,240,1984,399999.9999
3,2.5,3170,2.0,0,2360,810,1995,405000.0001
3,2.5,2280,2.0,0,2280,0,2011,415000.0
3,1.75,1070,1.0,0,1070,0,1977,415000.0001
3,2.5,2140,2.0,0,2140,0,2005,420000.0
3,2.5,1930,2.0,0,1930,0,1990,424999.9999
4,1.5,1600,1.5,0,1600,0,1946,425000.0001
4,2.5,1890,1.0,0,1290,600,1980,437000.0
3,1.75,1520,1.0,0,790,730,1948,438000.0
3,1.75,2000,1.0,2,1480,520,1957,439999.9999
4,2.5,2950,2.0,0,2950,0,2005,454999.9999
3,2.25,1430,2.0,0,980,450,1996,457500.0001
3,1.75,1150,1.0,0,1150,0,1959,464500.0
3,2.5,1500,1.0,0,900,600,1920,485000.0
3,2.0,1300,1.0,0,1300,0,1955,502000.0
3,2.25,1420,3.0,0,1420,0,2006,510000.0
3,1.75,2300,1.0,0,2300,0,1984,520000.0
2,1.5,1580,1.0,2,1280,300,1941,530000.0
3,2.5,2070,2.0,0,2070,0,1999,535000.0
5,2.75,3831,2.0,4,3831,0,1959,542500.0
2,1.0,2034,1.0,4,1159,875,1947,549000.0
4,2.5,4620,2.0,0,4620,0,1991,575000.0
3,2.25,2400,1.5,0,1440,960,1926,575000.0
3,2.5,2270,2.0,0,2270,0,1998,585000.0
4,2.5,3190,2.0,0,3190,0,2006,589950.0001
5,2.75,2730,1.0,0,2080,650,1968,599000.0001
4,3.25,4690,2.0,2,3680,1010,1995,600000.0001
4,1.75,1740,1.0,0,1740,0,1968,599999.9999
3,1.75,1720,1.0,0,960,760,1924,615000.0
4,2.5,2450,2.0,0,2450,0,1994,620000.0001
3,2.5,2410,1.0,0,1820,590,1976,624999.9998
4,2.5,2050,2.0,0,2050,0,2012,639887.9999
4,2.5,2341,2.0,0,2341,0,1997,640000.0
2,2.25,2550,2.0,0,1860,690,1902,660000.0
6,2.75,2840,1.0,0,1420,1420,1961,664999.9999
4,2.25,2420,2.0,0,2420,0,1973,672500.0001
3,3.5,2300,1.0,0,2300,0,2004,675000.0
3,1.5,1820,1.5,0,1640,180,1946,683500.0001
4,1.75,2330,1.5,0,1510,820,1929,687500.0
3,1.75,2200,1.0,0,1500,700,1978,689000.0001
4,2.5,2650,2.0,0,2650,0,1986,725000.0
4,2.5,2440,2.0,0,2440,0,2013,745641.0
4,3.25,3090,2.0,0,2370,720,2004,751000.0
4,2.75,2610,1.0,0,1760,850,1978,762499.9999
4,3.5,3190,2.0,0,3190,0,2010,790000.0001
3,3.5,2130,2.0,2,1530,600,1908,819000.0
3,2.5,3200,1.0,0,3200,0,2000,839000.0002
3,2.0,2540,1.5,0,1840,700,1930,845000.0
4,3.5,3920,2.0,0,3920,0,1996,850000.0
4,3.0,3330,1.0,0,1790,1540,1958,849999.9999
4,2.25,3550,1.0,0,1830,1720,2010,858999.9999
4,2.5,3220,2.0,0,3220,0,1996,875000.0001
4,2.5,3030,3.0,0,3030,0,2005,880000.0001
4,3.0,3580,1.5,0,3580,0,1985,925000.0
3,2.25,3060,1.5,2,1810,1250,1930,970000.0001
4,3.75,3820,1.0,0,3820,0,1994,1215000.0
4,2.5,3220,1.0,0,1680,1540,1973,1250000.0
0,0.0,4810,2.0,0,4810,0,1990,1295648.0
5,4.75,6390,2.0,0,4560,1830,1940,2466350.0
2,1.0,890,1.0,0,890,0,1942,150000.0001
3,1.0,1090,1.0,0,1090,0,1969,152000.0
1,0.75,930,1.0,0,930,0,1941,190000.0
2,1.0,1120,1.0,0,1120,0,1944,190368.75
3,1.0,1320,1.0,0,1320,0,1966,196500.0
3,2.0,1190,1.0,0,1190,0,1995,200000.0
3,1.0,1150,1.5,0,1150,0,1938,200000.0
3,1.0,1050,1.0,0,1050,0,1958,205000.0
3,1.0,1230,1.0,0,1230,0,1965,205000.0001
3,2.75,2210,2.0,0,2210,0,2008,215999.9999
3,1.0,1250,1.5,0,1250,0,1955,233000.0
4,2.0,1570,2.0,0,1570,0,1984,235000.0
3,2.25,1481,2.0,0,1481,0,2012,240000.0
3,2.0,1410,1.0,0,1410,0,1985,245000.0
3,2.25,1640,1.0,0,1180,460,1968,245700.0001
3,2.5,1620,2.0,0,1620,0,1989,246500.0
4,2.25,1830,2.0,0,1830,0,1990,248999.9999
3,2.5,1720,2.0,0,1720,0,1992,255950.0
5,2.5,2025,2.0,0,2025,0,2007,260000.0
3,1.5,1580,1.0,0,1140,440,1954,260000.0
3,1.5,1150,1.0,0,1150,0,1951,265950.0
2,1.0,2060,1.0,0,1260,800,1962,270000.0
3,2.5,1670,1.0,0,1300,370,1990,270000.0
2,1.0,770,1.0,0,770,0,1927,275000.0
4,2.25,2460,1.0,0,2460,0,1959,276000.0
3,1.0,1270,1.0,0,1270,0,1958,276900.0
7,2.5,1940,2.0,0,1940,0,1994,280000.0
3,1.75,1230,1.0,0,1230,0,1966,280000.0
3,1.0,890,1.0,0,890,0,1954,283000.0
3,2.0,1460,1.0,0,1460,0,1995,285000.0
2,1.0,780,1.0,0,780,0,1930,286000.0
3,1.0,1110,1.0,0,1110,0,1979,299900.0
3,2.5,1870,2.0,0,1870,0,1990,299950.0001
3,1.75,1790,1.0,3,1790,0,1978,299950.0001
6,2.0,1900,1.0,0,1200,700,1964,305000.0
3,1.0,1640,1.5,0,1640,0,1942,307999.9999
3,2.5,1860,2.0,0,1860,0,2012,309620.0
2,1.0,870,1.0,0,870,0,1950,310000.0
4,2.0,1780,1.5,0,930,850,1918,314999.9999
4,2.5,2000,2.0,0,2000,0,1997,319999.9999
3,2.5,1730,2.0,0,1730,0,2014,328423.0
2,1.75,1610,1.0,0,1010,600,1941,346500.0
3,1.0,1150,1.0,0,1150,0,1932,346500.0
3,1.0,1010,1.0,0,1010,0,1947,349000.0
4,1.0,1530,1.0,0,980,550,1925,352000.0
4,2.0,2020,1.5,0,2020,0,1949,356000.0
3,2.5,1150,3.0,0,1150,0,2007,360500.0
3,2.5,1800,2.0,0,1800,0,2011,364000.0
3,2.0,1410,1.0,0,1410,0,1983,365500.0
3,2.25,1400,2.0,0,1400,0,1984,374499.9999
5,3.25,3370,2.0,0,3370,0,2001,374999.9999
3,1.75,1500,1.0,0,1500,0,1977,383000.0
4,2.25,2050,2.0,2,1770,280,1965,385999.9999
4,2.5,2340,2.0,0,2340,0,1993,390000.0
2,2.25,1350,2.0,0,1050,300,2007,395000.0
3,2.5,2180,1.0,0,1420,760,1962,400000.0
4,2.25,2000,2.0,0,1650,350,1926,402000.0
2,2.5,1590,2.0,0,1590,0,1997,409900.0
3,1.5,1250,1.0,0,1250,0,1968,410000.0
4,2.25,2100,1.0,0,1290,810,1973,418799.9999
3,2.5,2320,3.0,0,2320,0,2009,425000.0
2,1.0,1060,1.5,0,1060,0,1943,435000.0
3,1.75,2030,1.0,0,2030,0,1953,439999.9999
3,1.5,2330,1.0,0,1330,1000,1954,449999.9999
4,2.75,2310,1.0,2,1330,980,1952,449999.9999
2,1.0,1380,1.0,0,880,500,1931,450000.0
3,1.0,1970,1.0,0,1970,0,1970,454000.0
3,2.5,2420,2.0,0,2420,0,1998,481999.9999
3,1.75,1640,1.0,2,1640,0,1975,505000.0
3,2.5,1860,2.0,0,1860,0,1987,505000.0
4,2.5,1950,1.5,0,1250,700,1910,518999.9999
5,2.25,2140,1.0,0,1070,1070,1962,530000.0
4,2.75,3110,1.0,0,3110,0,1958,531500.0
4,2.5,2030,2.0,0,2030,0,1994,544000.0
3,1.75,1900,1.0,0,1900,0,1959,557500.0
2,0.75,1440,1.0,0,1200,240,1914,562100.0
3,2.5,1400,3.5,0,1400,0,2007,563499.9999
2,1.75,1670,1.0,0,1670,0,2005,565000.0
3,2.5,2380,2.0,0,2380,0,2002,573999.9999
3,2.25,1700,1.5,0,1100,600,1924,575000.0
4,2.5,2070,2.0,0,2070,0,1996,578000.0
3,2.5,1790,2.0,0,1790,0,1989,583000.0
4,2.75,2890,1.0,0,1560,1330,1973,585000.0
5,3.0,2790,1.0,3,1500,1290,1973,589950.0
4,2.75,2720,2.0,0,2720,0,2005,594000.0
3,1.75,1870,1.0,0,1870,0,1958,595888.0
4,4.0,3570,2.0,0,2860,710,2013,597326.0001
3,2.25,2680,1.0,0,1570,1110,1978,599990.0
4,2.5,2690,2.0,0,2690,0,2001,607999.9999
5,2.5,2700,1.0,0,1950,750,1955,625000.0
3,1.75,1620,1.0,0,1040,580,1947,640000.0
3,2.75,1850,1.0,2,1850,0,1953,644999.9999
4,2.75,1910,1.0,0,1420,490,1940,650000.0001
4,2.5,2180,1.5,0,1420,760,1926,657000.0001
4,1.5,1880,1.0,2,1440,440,1954,680000.0001
5,2.0,2000,1.5,2,1280,720,1908,690500.0
4,2.5,2770,2.0,0,2770,0,2004,699999.9999
3,2.5,2610,2.0,0,2610,0,1996,724999.9999
4,2.5,2490,2.0,0,2490,0,2000,725000.0001
5,2.5,2980,2.0,0,2980,0,2006,739900.0
4,2.5,3000,2.0,0,3000,0,1995,739999.9999
5,2.5,2700,1.0,0,1750,950,1967,744499.9999
4,2.5,2760,2.0,0,2230,530,1942,759999.9999
4,3.5,4000,2.0,0,4000,0,2007,762000.0
4,2.5,3920,2.0,0,3920,0,1997,770000.0001
4,2.5,3070,2.0,0,3070,0,2005,804099.9998
5,3.25,4500,2.0,4,3000,1500,1968,860000.0
4,2.75,2840,1.5,0,1960,880,1912,869999.9999
4,1.0,2550,2.0,0,2370,180,1905,890000.0
5,3.5,3100,1.0,4,1660,1440,1970,904999.9998
5,2.25,2370,2.0,0,2370,0,1981,913888.0
5,3.25,3160,2.0,2,2180,980,2005,957000.0
5,3.0,2620,2.0,0,2620,0,2009,975000.0
3,4.5,4380,2.0,3,3720,660,1968,994999.9999
4,2.25,3310,2.0,0,3310,0,1924,1140000.0
4,1.75,3990,2.0,0,3990,0,2006,1200000.0
4,3.5,3770,2.0,0,2830,940,1989,1229000.0
4,3.5,4660,2.0,2,4660,0,2003,1280000.0
5,3.5,5850,2.0,2,4670,1180,1978,1700000.0
3,1.0,1310,1.0,0,960,350,1962,150000.0
3,1.5,1220,1.0,0,1220,0,1968,177500.0
3,1.75,1260,1.0,0,1260,0,1963,200500.0
2,1.0,920,1.0,0,920,0,1950,202000.0
2,1.0,720,1.0,0,720,0,1943,210000.0
3,1.5,1090,1.0,0,1090,0,1967,214750.0001
2,1.75,1390,1.0,0,1390,0,1980,216500.0
3,1.0,1090,1.5,0,1090,0,1912,219500.0
3,1.5,1660,2.0,0,1660,0,1981,220000.0001
4,1.5,1600,1.0,0,1600,0,1959,224000.0
3,1.75,1500,1.0,0,1500,0,2014,224000.0
3,2.0,1700,1.0,0,970,730,1945,225000.0001
2,1.75,1590,1.0,0,1590,0,1972,225500.0
3,1.0,1060,1.0,0,1060,0,1956,230000.0
4,2.0,1330,1.0,0,1330,0,1942,235867.0
4,1.0,1200,1.5,0,1200,0,1933,240000.0
3,1.0,1140,1.0,0,1140,0,1981,243800.0
3,1.0,1750,1.0,0,1150,600,1956,251555.5556
3,2.0,1900,1.0,0,1900,0,1991,252500.0
4,1.0,1230,1.5,0,1230,0,1944,252750.0
3,1.0,1640,1.0,0,1090,550,1954,253500.0
5,2.0,2080,1.0,0,1740,340,1959,254000.0001
3,2.0,1470,1.0,0,1470,0,1968,254599.9999
2,1.0,930,1.0,0,930,0,1924,258125.0
3,2.5,1630,1.0,0,1120,510,1978,264269.9999
3,2.5,1650,2.0,0,1650,0,1991,268000.0
4,2.25,2600,1.0,0,1600,1000,1965,270000.0
3,1.75,1580,1.0,0,1580,0,1988,279899.9999
4,2.25,2070,2.0,0,2070,0,1977,280927.0
2,1.0,1010,1.0,0,1010,0,1975,284999.9999
4,2.25,2260,2.0,0,2260,0,1984,289659.0
3,1.75,1570,1.0,0,1080,490,1956,289987.5
3,2.25,1780,1.0,0,1780,0,1967,300000.0001
4,1.75,1530,1.5,0,1530,0,1968,302000.0
4,2.5,2430,2.0,0,2430,0,2002,310000.0
4,2.5,1940,1.0,0,1140,800,1977,315000.0
3,2.0,1550,1.5,0,1550,0,1999,320000.0
2,1.0,950,1.0,2,950,0,1948,320000.0
4,3.0,1930,1.0,0,1200,730,2006,330675.0001
3,2.5,1769,2.0,0,1769,0,2012,334887.9999
2,1.0,950,1.0,0,950,0,1941,339000.0
3,2.25,1780,2.0,0,1780,0,1987,350000.0
4,2.5,2580,2.0,0,2580,0,2005,354000.0
4,2.75,2530,1.0,0,1280,1250,1977,354950.0
3,1.5,1400,1.0,0,1400,0,1952,357250.0
3,1.5,2450,1.0,0,2450,0,1967,358000.0
5,1.75,1940,1.5,0,1940,0,1953,359000.0001
5,2.0,2280,1.5,0,2280,0,1924,365000.0
3,1.5,2380,1.0,0,1850,530,1961,370000.0001
4,2.5,3200,1.0,0,1610,1590,1970,385000.0001
3,3.25,1370,2.0,0,1100,270,2006,390000.0
4,3.0,3060,2.0,0,3060,0,2001,398999.9999
4,2.5,2220,2.0,0,2220,0,2001,405000.0
4,2.75,4230,2.0,0,4230,0,1985,405124.9999
3,2.5,2490,2.5,0,2490,0,2012,414000.0
3,1.0,1170,1.0,0,1170,0,1957,415000.0
3,2.5,2370,2.0,0,2370,0,2009,429900.0
4,2.75,2110,1.0,0,1510,600,1962,435000.0
4,2.5,2250,2.0,0,2250,0,1989,440000.0
3,1.5,2120,1.0,0,1220,900,1949,440000.0
4,2.5,2160,1.0,0,1390,770,1976,440000.0
4,1.5,1770,2.0,0,1770,0,1947,440000.0
2,1.5,1370,2.0,0,1080,290,2008,446000.0
3,1.5,1530,1.0,0,1530,0,1952,450000.0
5,2.75,2830,1.5,0,2830,0,1967,451000.0
4,2.5,2550,1.0,0,1300,1250,1961,460000.0
3,2.5,1730,1.0,0,1210,520,1969,460000.0
2,1.75,1240,1.0,0,1240,0,1924,471000.0
3,1.75,1520,1.0,0,1520,0,1983,475580.0
3,1.75,1440,1.0,0,1440,0,1983,495000.0
3,3.5,1590,3.0,0,1590,0,2010,518500.0
4,2.75,3030,2.0,0,3030,0,2011,525000.0
3,2.0,2330,2.5,0,2330,0,1987,529999.9999
3,3.0,2410,2.0,2,2410,0,1942,537000.0
5,3.0,3640,2.0,0,3640,0,2004,555000.0001
4,2.5,2480,1.0,0,1510,970,1959,560000.0001
5,3.0,3690,1.0,2,2690,1000,1960,575000.0
4,1.75,1720,1.0,0,1420,300,1975,580000.0
3,2.5,3240,2.0,0,2910,330,2004,600000.0
4,2.5,2770,2.0,0,2770,0,1989,602761.0
6,3.5,3600,2.0,0,2740,860,2004,620000.0001
3,2.0,2460,1.0,0,2460,0,1988,619999.9999
3,1.75,2430,2.0,0,1760,670,1945,626000.0
3,2.0,1660,1.0,0,970,690,1922,638000.0
3,2.5,2480,1.5,3,2480,0,1974,662999.9998
2,1.75,1950,1.0,3,1160,790,1952,669000.0
4,2.5,2670,2.0,0,2670,0,1996,669950.0
4,2.5,2150,2.0,0,2150,0,1997,677099.5651
5,3.5,2720,2.0,0,1860,860,1993,690000.0001
3,2.75,2590,2.0,0,2590,0,1993,695000.0001
3,3.25,3740,2.5,0,3100,640,1990,710000.0002
6,3.0,3110,1.5,0,1810,1300,1921,724999.9999
4,2.75,2880,1.5,0,2100,780,1912,755000.0001
3,2.5,1980,1.0,0,1980,0,1959,760000.0
4,2.5,2660,1.0,0,2660,0,1955,772650.0001
3,2.75,2850,1.0,0,1920,930,1976,775000.0
4,3.25,3060,2.0,0,2300,760,2014,782900.0
3,1.75,2080,1.0,0,2080,0,1958,800000.0003
4,2.5,2990,2.0,0,2990,0,1990,800000.0
3,2.75,2600,1.5,2,1600,1000,1929,804999.9999
4,2.75,2620,1.0,2,1310,1310,1949,815000.0001
3,2.0,2270,1.0,0,2270,0,1968,814999.9999
4,2.5,3060,2.0,0,3060,0,2006,826000.0
4,2.5,3230,1.0,0,1870,1360,1977,827000.0
4,3.5,3370,2.0,2,2470,900,2008,899999.9998
4,3.5,4040,2.0,0,4040,0,1987,910000.0003
4,3.75,3460,2.0,0,3460,0,2013,971971.0001
4,3.5,3320,1.0,2,2040,1280,1977,1025000.0
4,3.5,3450,2.0,0,3450,0,2007,1050000.0
4,3.5,3990,2.0,0,3990,0,2008,1080000.0
3,3.0,3760,2.5,3,3060,700,1910,1250000.0
4,3.0,4040,1.0,0,2020,2020,1972,1388000.0
4,2.25,3250,2.0,0,3250,0,1979,1410000.0
3,1.0,1060,1.0,0,1060,0,1959,140000.0
1,1.0,690,1.0,0,690,0,1928,167500.0
2,1.0,900,1.0,0,900,0,1905,191000.0
2,1.0,1020,1.0,0,1020,0,1940,195000.0
3,1.0,970,1.0,0,970,0,1967,209950.0
2,1.0,940,1.0,0,940,0,1926,212700.0
2,1.75,1220,1.0,0,1220,0,1972,215500.0
3,1.0,910,1.0,0,910,0,1966,221000.0
2,1.75,1110,2.0,0,1110,0,2014,229800.0
3,1.75,1010,1.0,0,1010,0,1969,230000.0
4,1.0,1390,1.0,0,1390,0,1955,233999.9999
3,1.75,1950,1.0,0,1950,0,1960,234999.9999
3,1.75,1400,1.0,0,1400,0,1998,235000.0
1,1.5,1170,2.0,0,1070,100,2007,235000.0
3,3.0,1670,1.0,0,1670,0,2014,246950.0
3,2.5,1720,2.0,0,1720,0,1998,255000.0001
3,2.25,1715,2.0,0,1715,0,1995,257500.0001
3,1.75,1650,1.0,0,1650,0,1957,259500.0
2,1.0,700,1.0,0,700,0,1922,260000.0
2,1.0,720,1.0,0,720,0,1951,275500.0
3,2.5,1630,1.0,0,1320,310,1985,279000.0
2,1.0,910,1.0,0,910,0,1948,285000.0
4,2.0,1350,3.0,0,1350,0,2008,288790.0
3,1.5,1590,1.0,0,1590,0,1956,300000.0
6,4.0,3120,2.0,2,2090,1030,1993,315000.0001
4,2.5,2570,2.0,0,2570,0,2005,320000.0
5,2.75,2400,2.0,0,2400,0,1998,327000.0
4,1.75,2440,1.0,0,1610,830,1978,330000.0
3,1.75,1780,1.0,0,1280,500,1981,342000.0
5,1.75,2330,1.0,0,1180,1150,1968,350000.0
3,1.75,2040,1.0,0,2040,0,1980,355000.0001
4,2.5,1890,2.0,0,1890,0,1996,355000.0
2,2.25,1330,2.0,0,1330,0,1985,355000.0
4,2.5,3000,2.0,0,3000,0,2002,394000.0
5,1.0,1170,1.0,0,800,370,1944,397000.0
3,2.5,2570,2.0,0,2570,0,1989,399950.0001
3,2.0,1400,2.0,0,1400,0,1981,410000.0001
3,1.0,2710,2.0,3,2710,0,1950,409999.9999
3,1.75,2410,1.0,0,1860,550,1967,415000.0
4,2.25,2300,1.0,0,1380,920,1959,416999.9999
3,2.5,2432,2.0,2,2432,0,2005,426999.9999
2,1.0,1050,1.0,0,850,200,1927,430000.0
2,1.0,1320,1.0,0,1320,0,1953,447000.0
4,2.75,2300,1.0,3,1550,750,1979,452999.9999
4,3.0,2530,2.0,0,2530,0,2013,459000.0
4,2.5,2110,1.0,0,1290,820,1985,460000.0001
4,2.25,2020,1.0,0,1380,640,1979,464900.0
4,2.5,3060,2.0,0,3060,0,2012,465000.0
4,2.5,2990,2.0,0,2990,0,1991,469899.9999
4,3.0,2370,1.5,0,1650,720,1916,471500.0
2,1.0,1500,1.0,0,1500,0,1902,479999.9999
4,2.75,2790,2.0,0,2790,0,2014,483453.0
3,2.5,2230,2.0,0,2230,0,2000,490000.0
4,1.0,1440,1.5,0,1440,0,1906,500000.0
2,1.5,1200,3.0,0,1200,0,2008,504199.9999
5,1.75,1890,1.5,0,1090,800,1906,523460.0
4,1.75,2860,1.0,0,1710,1150,1978,530000.0001
4,3.5,4150,2.0,0,4150,0,2006,549999.9999
4,2.5,2710,2.0,0,2710,0,2003,560000.0
3,1.75,1960,1.0,0,980,980,1939,561499.9999
3,3.25,2310,2.0,0,1730,580,2005,589500.0
4,1.75,2420,1.0,0,1880,540,1981,601999.9999
4,2.5,2770,2.0,0,2770,0,1997,641000.0001
5,2.5,2500,1.0,0,1490,1010,1977,661499.9999
3,2.5,2610,2.0,0,2610,0,1988,664999.9999
3,2.25,2400,1.5,0,1250,1150,1939,672500.0001
4,2.5,2540,2.0,0,2540,0,1987,677099.5652
4,2.75,3190,2.0,0,3190,0,1994,687500.0001
3,2.5,1660,2.0,2,1400,260,2002,700000.0
3,2.5,2440,2.0,0,2440,0,2003,710000.0
3,2.5,3580,1.5,0,3580,0,1990,725000.0002
3,3.0,2630,2.0,0,2630,0,2006,738000.0001
4,2.25,3190,2.0,0,2300,890,1984,750000.0001
5,2.5,3260,1.5,1,2310,950,1950,755000.0002
4,2.75,3610,2.0,0,3610,0,2014,981999.9998
4,4.25,4390,2.0,3,3320,1070,2003,1050000.0
5,2.75,3650,2.0,0,2750,900,1969,1195000.0
4,3.0,3900,1.0,4,2520,1380,1972,1619999.0
4,4.5,6640,2.0,0,6640,0,1993,1820000.0
2,1.75,1910,2.0,0,1910,0,1980,230000.0
3,1.0,1040,1.0,0,1040,0,1983,234000.0
4,1.0,1370,1.0,0,1370,0,1949,300000.0
3,1.75,1700,1.0,0,1200,500,1978,314500.0
3,1.0,1200,1.0,0,1200,0,1969,339900.0
3,1.5,1500,1.5,0,1140,360,1927,470000.0001
3,2.5,1700,1.0,0,1160,540,1998,474999.9999
5,2.5,2670,1.5,0,1620,1050,1920,585000.0
4,2.5,3130,2.0,0,3130,0,1994,597999.9999
4,2.5,2190,1.0,0,1430,760,1972,699900.0001
3,1.0,1800,1.0,0,1800,0,1957,265000.0001
5,2.75,2130,1.0,0,1300,830,1991,325000.0
3,2.0,1610,1.0,0,1610,0,1986,345000.0
3,3.5,1360,2.0,0,1240,120,2007,397000.0
4,2.75,2950,1.0,0,2120,830,1974,401999.9999
3,2.25,2120,2.0,0,2120,0,1964,834999.9998
2,1.0,930,1.0,0,930,0,1942,100000.0
2,1.0,1200,2.0,0,1200,0,1976,170000.0
2,1.0,900,1.0,0,900,0,1928,235000.0
2,1.5,1068,2.0,0,1068,0,1990,243000.0
3,2.75,1300,1.0,0,860,440,1996,245000.0
3,2.0,1440,1.0,0,1440,0,1965,250000.0
2,1.0,1320,1.0,0,940,380,1919,255000.0
3,1.75,1410,2.0,0,1410,0,1985,263000.0
2,2.0,1860,1.0,0,1260,600,1952,265000.0
3,2.5,1760,1.5,0,1760,0,1937,289950.0
2,1.0,960,1.0,0,960,0,1947,300000.0
3,1.0,1010,1.0,0,1010,0,1954,308000.0
3,2.25,2310,2.0,0,2310,0,1990,327499.9999
4,2.5,2340,2.0,0,2340,0,1997,330000.0
4,2.5,2230,2.0,0,2230,0,2002,337000.0
4,2.5,2280,2.0,0,2280,0,2006,345000.0
2,1.0,970,1.0,0,970,0,1932,345000.0
3,1.0,960,1.0,0,960,0,1958,349810.0
4,2.75,2140,2.0,0,2140,0,1993,359500.0
3,1.0,1320,1.0,0,1320,0,1982,370000.0
4,2.5,2700,2.0,0,2700,0,2001,383962.0
3,1.75,1300,1.0,0,1300,0,1968,385000.0
4,2.5,2570,2.0,0,2570,0,1992,397500.0
2,1.0,870,1.0,0,870,0,1947,406500.0
5,3.25,2820,1.5,0,2320,500,1906,408000.0
2,1.75,1510,1.0,0,1510,0,2006,419000.0
2,2.0,1090,3.0,0,1090,0,2008,427500.0
3,2.25,1370,3.0,0,1370,0,2005,433111.1111
4,2.0,1880,1.0,0,970,910,1904,435000.0
4,2.5,2290,2.0,0,2290,0,1988,436500.0
3,2.5,3180,1.0,0,1810,1370,2006,438999.9999
4,2.25,2070,1.0,0,1470,600,1977,445800.0
4,2.5,2960,2.0,0,2960,0,2005,449000.0
3,2.5,1220,2.0,0,1010,210,2008,457000.0
3,1.75,3600,2.0,0,2400,1200,1948,461000.0001
4,3.0,2440,2.0,0,1890,550,1981,480000.0
4,3.0,2330,2.0,0,1920,410,2003,490000.0
3,2.25,1470,2.0,0,1470,0,1985,491500.0
3,2.25,2090,1.0,0,1440,650,1958,491950.0
4,1.75,2120,1.0,0,1640,480,1967,492650.0001
4,3.0,3720,3.0,0,3720,0,1979,500000.0
3,2.5,2600,2.0,0,2600,0,2003,515000.0
4,2.25,1980,2.0,0,1980,0,1981,530000.0
3,1.0,1580,1.0,0,1180,400,1925,535000.0
5,2.75,2520,1.0,3,1570,950,1960,542500.0
3,2.5,1460,2.0,0,1180,280,2007,544000.0
4,1.5,2750,1.0,0,1500,1250,1958,550000.0003
3,2.25,1720,1.0,0,1220,500,1967,550000.0001
3,2.25,2070,1.5,0,2070,0,1955,560000.0001
3,2.0,1890,1.0,0,1470,420,1949,570000.0
3,2.5,3350,2.0,0,2550,800,2005,634999.9999
4,2.25,2500,1.5,0,1520,980,1940,669500.0
5,3.0,2870,1.0,0,1950,920,1964,764999.9999
4,2.5,3500,2.0,0,3500,0,2005,780000.0
3,2.5,2650,2.0,0,1830,820,1920,849999.9999
4,2.75,3220,1.5,0,2320,900,1931,880000.0001
4,2.5,3560,3.0,0,3560,0,2014,882566.0001
4,2.5,3670,2.5,0,3670,0,2007,950000.0
4,3.25,3530,2.0,0,3530,0,2007,962999.9998
4,2.75,3330,2.0,0,3330,0,1995,1095000.0
3,3.0,3790,2.0,0,2810,980,1989,1165000.0
5,3.25,4390,2.0,0,4390,0,2007,1510000.0
5,3.5,5000,2.0,3,3410,1590,2008,1730000.0
5,4.25,4830,2.5,2,3710,1120,1914,1925000.0
2,1.0,820,1.0,0,820,0,1937,102500.0
3,1.0,1200,1.0,0,1200,0,1959,165050.0
2,1.0,900,1.0,0,900,0,1979,174000.0
1,1.0,590,1.0,0,590,0,1926,202000.0
3,1.75,1170,1.0,0,1170,0,1981,205000.0
3,1.75,1400,1.0,0,1400,0,1984,217500.0
3,1.5,1620,1.0,0,1620,0,1967,219950.0
3,2.0,1770,1.0,0,1770,0,1986,240999.9999
3,2.0,1190,1.5,0,1190,0,1907,245000.0
3,1.0,950,1.0,0,950,0,1954,248000.0
3,2.25,1920,1.0,0,1300,620,1961,260000.0
2,1.0,770,1.0,0,770,0,1948,260000.0001
4,2.5,1970,2.0,0,1970,0,1987,274900.0
3,1.0,1090,1.0,0,1090,0,1962,280000.0
4,2.5,2303,2.0,0,2303,0,2006,300000.0
3,2.75,2090,1.0,0,1340,750,1987,300000.0
3,2.25,1660,2.0,0,1660,0,2001,300000.0
3,1.0,1150,1.5,0,1150,0,1927,307000.0
