city,number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,cost rank
North Bend,3,2.0,1550,1550,1.5,1999,2
Seattle,2,1.0,950,950,1.0,1948,2
Duvall,4,3.0,1930,1200,1.0,2006,2
Auburn,3,2.5,1769,1769,2.0,2012,2
Seattle,2,1.0,950,950,1.0,1941,2
Renton,3,2.25,1780,1780,2.0,1987,2
Kent,4,2.5,2580,2580,2.0,2005,2
Federal Way,4,2.75,2530,1280,1.0,1977,2
Seattle,3,1.5,1400,1400,1.0,1952,2
Snoqualmie,3,1.5,2450,2450,1.0,1967,2
Burien,5,1.75,1940,1940,1.5,1953,2
Burien,5,2.0,2280,2280,1.5,1924,2
Kenmore,3,1.5,2380,1850,1.0,1961,2
Kent,4,2.5,3200,1610,1.0,1970,2
Seattle,3,3.25,1370,1100,2.0,2006,2
Covington,4,3.0,3060,3060,2.0,2001,2
Renton,4,2.5,2220,2220,2.0,2001,2
Woodinville,4,2.75,4230,4230,2.0,1985,2
Renton,3,2.5,2490,2490,2.5,2012,2
Seattle,3,1.0,1170,1170,1.0,1957,2
Duvall,3,2.5,2370,2370,2.0,2009,2
Bothell,4,2.75,2110,1510,1.0,1962,2
Renton,4,2.5,2250,2250,2.0,1989,2
Seattle,3,1.5,2120,1220,1.0,1949,2
Lake Forest Park,4,2.5,2160,1390,1.0,1976,2
Seattle,4,1.5,1770,1770,2.0,1947,2
Seattle,2,1.5,1370,1080,2.0,2008,2
Lake Forest Park,3,1.5,1530,1530,1.0,1952,2
Kirkland,5,2.75,2830,2830,1.5,1967,2
Lake Forest Park,4,2.5,2550,1300,1.0,1961,2
Kirkland,3,2.5,1730,1210,1.0,1969,2
Seattle,2,1.75,1240,1240,1.0,1924,2
Sammamish,3,1.75,1520,1520,1.0,1983,2
Sammamish,3,1.75,1440,1440,1.0,1983,2
Seattle,3,3.5,1590,1590,3.0,2010,3
Renton,4,2.75,3030,3030,2.0,2011,3
Bellevue,3,2.0,2330,2330,2.5,1987,3
Lake Forest Park,3,3.0,2410,2410,2.0,1942,3
Maple Valley,5,3.0,3640,3640,2.0,2004,3
Kenmore,4,2.5,2480,1510,1.0,1959,3
Des Moines,5,3.0,3690,2690,1.0,1960,3
Redmond,4,1.75,1720,1420,1.0,1975,3
Snoqualmie,3,2.5,3240,2910,2.0,2004,3
Issaquah,4,2.5,2770,2770,2.0,1989,3
Snoqualmie,6,3.5,3600,2740,2.0,2004,3
Issaquah,3,2.0,2460,2460,1.0,1988,3
Seattle,3,1.75,2430,1760,2.0,1945,3
Seattle,3,2.0,1660,970,1.0,1922,3
Vashon,3,2.5,2480,2480,1.5,1974,3
Burien,2,1.75,1950,1160,1.0,1952,3
Sammamish,4,2.5,2670,2670,2.0,1996,3
Redmond,4,2.5,2150,2150,2.0,1997,3
Seattle,5,3.5,2720,1860,2.0,1993,3
Bellevue,3,2.75,2590,2590,2.0,1993,3
Burien,3,3.25,3740,3100,2.5,1990,4
Seattle,6,3.0,3110,1810,1.5,1921,4
Seattle,4,2.75,2880,2100,1.5,1912,4
Mercer Island,3,2.5,1980,1980,1.0,1959,4
Bellevue,4,2.5,2660,2660,1.0,1955,4
Bellevue,3,2.75,2850,1920,1.0,1976,4
Issaquah,4,3.25,3060,2300,2.0,2014,4
Kirkland,3,1.75,2080,2080,1.0,1958,4
Woodinville,4,2.5,2990,2990,2.0,1990,4
Seattle,3,2.75,2600,1600,1.5,1929,4
Seattle,4,2.75,2620,1310,1.0,1949,4
Mercer Island,3,2.0,2270,2270,1.0,1968,4
Issaquah,4,2.5,3060,3060,2.0,2006,4
Bellevue,4,2.5,3230,1870,1.0,1977,4
Seattle,4,3.5,3370,2470,2.0,2008,4
Woodinville,4,3.5,4040,4040,2.0,1987,4
Renton,4,3.75,3460,3460,2.0,2013,4
Mercer Island,4,3.5,3320,2040,1.0,1977,4
Bellevue,4,3.5,3450,3450,2.0,2007,4
Bellevue,4,3.5,3990,3990,2.0,2008,4
Seattle,3,3.0,3760,3060,2.5,1910,4
Clyde Hill,4,3.0,4040,2020,1.0,1972,4
Medina,4,2.25,3250,3250,2.0,1979,4
Des Moines,3,1.0,1060,1060,1.0,1959,1
Seattle,1,1.0,690,690,1.0,1928,1
Seattle,2,1.0,900,900,1.0,1905,1
Seattle,2,1.0,1020,1020,1.0,1940,1
Federal Way,3,1.0,970,970,1.0,1967,1
Seattle,2,1.0,940,940,1.0,1926,1
Auburn,2,1.75,1220,1220,1.0,1972,1
Seattle,3,1.0,910,910,1.0,1966,1
Seattle,2,1.75,1110,1110,2.0,2014,1
Covington,3,1.75,1010,1010,1.0,1969,1
Kent,4,1.0,1390,1390,1.0,1955,1
Renton,3,1.75,1950,1950,1.0,1960,1
Enumclaw,3,1.75,1400,1400,1.0,1998,1
Seattle,1,1.5,1170,1070,2.0,2007,1
Enumclaw,3,3.0,1670,1670,1.0,2014,1
Auburn,3,2.5,1720,1720,2.0,1998,1
Federal Way,3,2.25,1715,1715,2.0,1995,1
SeaTac,3,1.75,1650,1650,1.0,1957,1
Seattle,2,1.0,700,700,1.0,1922,1
Shoreline,2,1.0,720,720,1.0,1951,1
Kent,3,2.5,1630,1320,1.0,1985,1
Shoreline,2,1.0,910,910,1.0,1948,1
Issaquah,4,2.0,1350,1350,3.0,2008,1
Kenmore,3,1.5,1590,1590,1.0,1956,2
Seattle,6,4.0,3120,2090,2.0,1993,2
Maple Valley,4,2.5,2570,2570,2.0,2005,2
Auburn,5,2.75,2400,2400,2.0,1998,2
Kent,4,1.75,2440,1610,1.0,1978,2
Renton,3,1.75,1780,1280,1.0,1981,2
Renton,5,1.75,2330,1180,1.0,1968,2
Kent,3,1.75,2040,2040,1.0,1980,2
Maple Valley,4,2.5,1890,1890,2.0,1996,2
Kenmore,2,2.25,1330,1330,2.0,1985,2
Maple Valley,4,2.5,3000,3000,2.0,2002,2
Seattle,5,1.0,1170,800,1.0,1944,2
Kent,3,2.5,2570,2570,2.0,1989,2
Vashon,3,2.0,1400,1400,2.0,1981,2
Burien,3,1.0,2710,2710,2.0,1950,2
Renton,3,1.75,2410,1860,1.0,1967,2
Seattle,4,2.25,2300,1380,1.0,1959,2
Federal Way,3,2.5,2432,2432,2.0,2005,2
Seattle,2,1.0,1050,850,1.0,1927,2
Seattle,2,1.0,1320,1320,1.0,1953,2
Vashon,4,2.75,2300,1550,1.0,1979,2
Burien,4,3.0,2530,2530,2.0,2013,2
Issaquah,4,2.5,2110,1290,1.0,1985,2
Kirkland,4,2.25,2020,1380,1.0,1979,2
Maple Valley,4,2.5,3060,3060,2.0,2012,2
Renton,4,2.5,2990,2990,2.0,1991,2
Seattle,4,3.0,2370,1650,1.5,1916,2
Seattle,2,1.0,1500,1500,1.0,1902,2
North Bend,4,2.75,2790,2790,2.0,2014,2
Snoqualmie,3,2.5,2230,2230,2.0,2000,2
Seattle,4,1.0,1440,1440,1.5,1906,3
Seattle,2,1.5,1200,1200,3.0,2008,3
Seattle,5,1.75,1890,1090,1.5,1906,3
Woodinville,4,1.75,2860,1710,1.0,1978,3
Auburn,4,3.5,4150,4150,2.0,2006,3
Renton,4,2.5,2710,2710,2.0,2003,3
Seattle,3,1.75,1960,980,1.0,1939,3
Seattle,3,3.25,2310,1730,2.0,2005,3
Redmond,4,1.75,2420,1880,1.0,1981,3
Carnation,4,2.5,2770,2770,2.0,1997,3
Redmond,5,2.5,2500,1490,1.0,1977,3
Woodinville,3,2.5,2610,2610,2.0,1988,3
Seattle,3,2.25,2400,1250,1.5,1939,3
Redmond,4,2.5,2540,2540,2.0,1987,3
Sammamish,4,2.75,3190,3190,2.0,1994,3
Seattle,3,2.5,1660,1400,2.0,2002,4
Redmond,3,2.5,2440,2440,2.0,2003,4
Maple Valley,3,2.5,3580,3580,1.5,1990,4
Redmond,3,3.0,2630,2630,2.0,2006,4
Sammamish,4,2.25,3190,2300,2.0,1984,4
Lake Forest Park,5,2.5,3260,2310,1.5,1950,4
Kirkland,4,2.75,3610,3610,2.0,2014,4
Issaquah,4,4.25,4390,3320,2.0,2003,4
Mercer Island,5,2.75,3650,2750,2.0,1969,4
Bellevue,4,3.0,3900,2520,1.0,1972,4
Woodinville,4,4.5,6640,6640,2.0,1993,4
Maple Valley,2,1.75,1910,1910,2.0,1980,1
Duvall,3,1.0,1040,1040,1.0,1983,1
Shoreline,4,1.0,1370,1370,1.0,1949,2
Maple Valley,3,1.75,1700,1200,1.0,1978,2
Newcastle,3,1.0,1200,1200,1.0,1969,2
Seattle,3,1.5,1500,1140,1.5,1927,2
Seattle,3,2.5,1700,1160,1.0,1998,2
Seattle,5,2.5,2670,1620,1.5,1920,3
North Bend,4,2.5,3130,3130,2.0,1994,3
Bellevue,4,2.5,2190,1430,1.0,1972,3
Renton,3,1.0,1800,1800,1.0,1957,1
Seattle,5,2.75,2130,1300,1.0,1991,2
Carnation,3,2.0,1610,1610,1.0,1986,2
Seattle,3,3.5,1360,1240,2.0,2007,2
Kent,4,2.75,2950,2120,1.0,1974,2
Bellevue,3,2.25,2120,2120,2.0,1964,4
Burien,2,1.0,930,930,1.0,1942,1
Redmond,2,1.0,1200,1200,2.0,1976,1
Snoqualmie,2,1.0,900,900,1.0,1928,1
Kenmore,2,1.5,1068,1068,2.0,1990,1
Kent,3,2.75,1300,860,1.0,1996,1
Des Moines,3,2.0,1440,1440,1.0,1965,1
Seattle,2,1.0,1320,940,1.0,1919,1
Maple Valley,3,1.75,1410,1410,2.0,1985,1
Seattle,2,2.0,1860,1260,1.0,1952,1
Burien,3,2.5,1760,1760,1.5,1937,1
Shoreline,2,1.0,960,960,1.0,1947,2
Seattle,3,1.0,1010,1010,1.0,1954,2
Kent,3,2.25,2310,2310,2.0,1990,2
Kent,4,2.5,2340,2340,2.0,1997,2
Covington,4,2.5,2230,2230,2.0,2002,2
Maple Valley,4,2.5,2280,2280,2.0,2006,2
Seattle,2,1.0,970,970,1.0,1932,2
Shoreline,3,1.0,960,960,1.0,1958,2
Auburn,4,2.75,2140,2140,2.0,1993,2
Shoreline,3,1.0,1320,1320,1.0,1982,2
Tukwila,4,2.5,2700,2700,2.0,2001,2
Kirkland,3,1.75,1300,1300,1.0,1968,2
Maple Valley,4,2.5,2570,2570,2.0,1992,2
Seattle,2,1.0,870,870,1.0,1947,2
Seattle,5,3.25,2820,2320,1.5,1906,2
Redmond,2,1.75,1510,1510,1.0,2006,2
Seattle,2,2.0,1090,1090,3.0,2008,2
Seattle,3,2.25,1370,1370,3.0,2005,2
Seattle,4,2.0,1880,970,1.0,1904,2
Renton,4,2.5,2290,2290,2.0,1988,2
Renton,3,2.5,3180,1810,1.0,2006,2
Lake Forest Park,4,2.25,2070,1470,1.0,1977,2
Maple Valley,4,2.5,2960,2960,2.0,2005,2
Seattle,3,2.5,1220,1010,2.0,2008,2
Kirkland,3,1.75,3600,2400,2.0,1948,2
Kenmore,4,3.0,2440,1890,2.0,1981,2
Seattle,4,3.0,2330,1920,2.0,2003,2
Issaquah,3,2.25,1470,1470,2.0,1985,2
Seattle,3,2.25,2090,1440,1.0,1958,2
Shoreline,4,1.75,2120,1640,1.0,1967,2
Renton,4,3.0,3720,3720,3.0,1979,3
Kenmore,3,2.5,2600,2600,2.0,2003,3
Sammamish,4,2.25,1980,1980,2.0,1981,3
Seattle,3,1.0,1580,1180,1.0,1925,3
Mercer Island,5,2.75,2520,1570,1.0,1960,3
Seattle,3,2.5,1460,1180,2.0,2007,3
Renton,4,1.5,2750,1500,1.0,1958,3
Redmond,3,2.25,1720,1220,1.0,1967,3
Lake Forest Park,3,2.25,2070,2070,1.5,1955,3
Bellevue,3,2.0,1890,1470,1.0,1949,3
Kirkland,3,2.5,3350,2550,2.0,2005,3
Seattle,4,2.25,2500,1520,1.5,1940,3
Seattle,5,3.0,2870,1950,1.0,1964,4
Redmond,4,2.5,3500,3500,2.0,2005,4
Seattle,3,2.5,2650,1830,2.0,1920,4
Seattle,4,2.75,3220,2320,1.5,1931,4
Redmond,4,2.5,3560,3560,3.0,2014,4
Issaquah,4,2.5,3670,3670,2.5,2007,4
Kirkland,4,3.25,3530,3530,2.0,2007,4
Kirkland,4,2.75,3330,3330,2.0,1995,4
Seattle,3,3.0,3790,2810,2.0,1989,4
Mercer Island,5,3.25,4390,4390,2.0,2007,4
Mercer Island,5,3.5,5000,3410,2.0,2008,4
Seattle,5,4.25,4830,3710,2.5,1914,4
Seattle,2,1.0,820,820,1.0,1937,1
Enumclaw,3,1.0,1200,1200,1.0,1959,1
Pacific,2,1.0,900,900,1.0,1979,1
Seattle,1,1.0,590,590,1.0,1926,1
Covington,3,1.75,1170,1170,1.0,1981,1
Federal Way,3,1.75,1400,1400,1.0,1984,1
Covington,3,1.5,1620,1620,1.0,1967,1
Auburn,3,2.0,1770,1770,1.0,1986,1
Seattle,3,2.0,1190,1190,1.5,1907,1
Bellevue,3,1.0,950,950,1.0,1954,1
Kent,3,2.25,1920,1300,1.0,1961,1
Shoreline,2,1.0,770,770,1.0,1948,1
Kent,4,2.5,1970,1970,2.0,1987,1
Renton,3,1.0,1090,1090,1.0,1962,1
Auburn,4,2.5,2303,2303,2.0,2006,2
Federal Way,3,2.75,2090,1340,1.0,1987,2
Duvall,3,2.25,1660,1660,2.0,2001,2
North Bend,3,1.0,1150,1150,1.5,1927,2
Federal Way,3,2.0,2050,2050,1.0,1993,2
Maple Valley,4,2.5,1830,1830,2.0,2003,2
Kent,4,1.75,2550,1300,1.0,1978,2
Seattle,3,2.5,1680,1080,1.0,1959,2
Seattle,2,2.5,1050,950,2.0,2007,2
Seattle,3,2.25,1460,1460,3.0,2006,2
Seattle,2,1.0,1080,1080,1.0,1955,2
Seattle,3,2.0,1270,1270,1.0,1963,2
Maple Valley,3,3.5,2080,2080,2.0,2004,2
Bothell,4,2.5,2590,2590,2.0,1991,2
Seattle,2,1.0,860,860,1.0,1952,2
Kent,3,1.75,2530,1800,1.0,1977,2
Issaquah,3,1.75,1040,1040,1.0,1967,2
Des Moines,5,2.25,3740,2240,1.5,1958,2
Auburn,4,2.5,2701,2701,2.0,2014,2
Sammamish,3,2.0,1240,1000,1.0,1984,2
Seattle,4,1.0,1580,1580,1.5,1928,2
Maple Valley,4,2.5,2530,2530,2.0,2014,2
Redmond,3,1.5,1300,1300,1.0,1964,2
Snoqualmie,3,2.5,1950,1950,2.0,2009,2
Renton,4,2.5,2300,2300,2.0,2001,2
Seattle,4,1.5,1550,1180,1.0,1963,2
Duvall,3,2.5,2530,2530,2.0,1993,2
Kent,4,2.5,2280,2280,2.0,1994,2
Kenmore,3,1.75,1400,1400,1.0,1963,2
Seattle,2,1.0,1250,850,1.0,1929,2
Seattle,3,2.5,1450,940,2.0,2008,2
Seattle,4,3.0,2890,1590,1.0,1945,2
Issaquah,3,2.25,1640,1640,2.0,1994,2
Sammamish,3,2.25,1710,1710,2.0,1989,2
Redmond,3,2.25,2440,2090,2.0,1991,2
Seattle,4,1.75,1430,1430,2.0,1900,2
North Bend,4,2.75,2910,2910,2.0,2013,2
Issaquah,5,3.25,3130,2180,2.0,1975,3
Woodinville,3,2.25,1600,1600,2.0,1983,3
Bellevue,4,2.75,2200,1100,1.0,1962,3
Redmond,3,1.75,1990,1190,1.0,1977,3
Black Diamond,3,1.75,1750,1750,2.0,1934,3
Kenmore,3,2.5,2010,2010,2.0,1994,3
Enumclaw,3,2.5,3660,3260,2.0,1989,3
Seattle,4,1.75,1420,1420,1.5,1945,3
Sammamish,3,1.75,2050,1400,1.0,1984,3
Redmond,4,2.5,2180,1180,1.0,1968,3
Newcastle,4,2.5,2440,2440,2.0,1994,3
Seattle,3,2.5,1530,1010,1.5,1928,3
Seattle,4,1.0,1410,1410,1.5,1911,3
Bellevue,3,2.5,2200,2200,2.0,1978,3
Seattle,4,1.0,1630,1630,1.5,1921,3
Seattle,3,2.0,1410,910,1.0,1947,3
Seattle,5,2.25,2980,1580,1.0,1960,3
Bothell,2,2.5,2510,2510,2.0,1990,3
Seattle,4,1.75,1700,1700,1.0,1957,3
Seattle,4,3.0,2130,1440,1.0,1948,3
Issaquah,3,2.5,2390,2220,2.0,2008,3
Black Diamond,4,2.5,3350,3350,2.0,2004,3
Redmond,3,2.0,2570,1970,1.0,1983,3
Sammamish,4,2.5,1820,1820,2.0,1987,3
Seattle,4,2.5,2600,2600,2.0,1962,3
Woodinville,3,2.5,2620,2620,2.0,1998,3
Seattle,3,2.0,2500,1680,1.5,1922,3
Redmond,3,2.5,2375,2375,2.0,2002,4
Seattle,3,1.75,1860,1860,2.0,1959,4
Bellevue,4,2.5,2840,1780,1.0,1977,4
Sammamish,5,2.5,3290,3290,2.0,2004,4
Bellevue,4,2.25,2500,2500,2.0,1987,4
Bellevue,3,2.25,2880,2880,2.0,1989,4
Redmond,4,2.75,3990,3990,2.0,2003,4
Issaquah,4,3.25,4350,2200,1.0,2006,4
Sammamish,5,3.5,3840,3840,2.0,2001,4
Redmond,4,3.5,4080,4080,2.0,2005,4
Snoqualmie,5,5.5,5190,5190,2.0,2001,4
Seattle,4,1.5,2550,2550,2.0,1910,4
Kirkland,4,3.5,3770,3770,2.0,2008,4
Sammamish,4,2.5,4570,4570,2.0,1990,4
Seattle,3,2.75,3890,3260,2.0,1967,4
Seattle,5,3.25,3350,2510,2.0,1997,4
Kirkland,4,2.5,3340,3340,2.0,1996,4
Seattle,4,3.5,3400,2790,2.5,2008,4
Seattle,4,3.5,4270,3170,2.0,1937,4
Burien,2,1.0,1050,1050,1.5,1964,1
Des Moines,4,2.5,1780,1780,2.0,1991,1
Seattle,5,1.0,1590,1090,1.5,1942,1
Kent,3,2.0,1110,1110,1.0,1991,1
Seattle,3,3.0,2470,1860,2.0,1977,1
Burien,3,2.25,1920,1520,1.0,1965,1
Kent,3,1.75,1200,1200,1.0,1984,1
Kent,2,1.0,1310,940,1.0,1980,1
Seattle,4,2.0,2430,1430,1.0,1960,1
Auburn,4,2.25,1680,1680,2.0,2002,1
Des Moines,4,2.5,2050,2050,2.0,2002,1
Kent,4,2.0,1620,1620,2.0,1975,1
Seattle,5,1.0,1870,1580,1.0,1962,1
Shoreline,4,3.0,1940,1940,1.0,1948,1
Seattle,2,1.5,800,800,2.0,2008,1
Kent,4,2.5,1954,1954,2.0,2005,1
Maple Valley,3,2.25,1450,1450,2.0,2010,1
Maple Valley,3,2.25,1520,1520,2.0,1992,1
Shoreline,2,1.0,1010,1010,1.0,1947,2
Tukwila,2,1.0,2160,1360,1.0,1968,2
Renton,3,1.0,1580,1010,1.0,1962,2
Auburn,3,2.5,2242,2242,2.0,2014,2
Seattle,2,1.0,700,700,1.0,1918,2
Seattle,2,1.75,1530,830,1.0,1916,2
Maple Valley,4,2.5,2120,2120,2.0,2002,2
Kent,4,2.5,2105,2105,2.0,2003,2
Kent,3,2.5,2390,1840,1.0,1984,2
Kent,5,2.5,2450,2450,2.0,2002,2
Shoreline,3,1.75,1730,1730,1.5,1954,2
Seattle,4,1.75,2400,1500,1.5,1927,2
Kent,4,2.5,3002,3002,2.0,2004,2
Bothell,3,2.5,1900,1900,2.0,1993,2
Kirkland,3,2.0,1660,1260,1.0,1983,2
North Bend,4,2.75,2620,2620,2.0,2013,2
Seattle,4,2.0,2100,1050,1.0,1962,2
Shoreline,4,2.5,2040,2040,2.0,1963,2
Kirkland,4,2.5,1850,1850,2.0,1981,2
Snoqualmie,5,2.5,2160,2160,2.0,1998,2
Seattle,3,2.0,1470,1470,1.0,1956,2
Kirkland,3,2.25,1550,1550,2.0,1987,2
Issaquah,4,2.5,1540,1540,2.0,2014,2
SeaTac,3,3.0,3700,3700,2.0,1982,2
Seattle,3,1.75,1540,770,1.0,1920,3
Normandy Park,5,2.25,2570,1470,1.0,1950,3
Woodinville,3,1.75,2330,1390,1.0,1983,3
Seattle,4,2.75,2160,1430,1.0,1987,3
Seattle,4,2.0,1660,1660,1.5,1922,3
Bellevue,3,2.5,1840,1840,1.0,1978,3
Issaquah,3,2.5,2280,1880,2.0,2006,3
Issaquah,3,1.75,2680,1590,1.0,1974,3
Seattle,3,2.25,1900,1200,1.5,1905,3
Seattle,3,1.75,1490,1090,2.0,2008,3
Redmond,4,3.5,2500,1810,2.0,2008,3
Redmond,5,2.0,2190,1110,1.0,1965,3
Kenmore,4,2.25,2940,1520,1.0,1961,3
Redmond,3,2.25,2080,1530,1.0,1973,3
Seattle,3,3.0,1820,1540,3.0,2006,3
Kirkland,4,2.5,2190,1410,1.0,1979,3
Seattle,3,1.75,2270,1370,1.0,1956,3
Mercer Island,4,2.0,2090,2090,1.0,1951,3
Seattle,5,2.5,2950,1720,1.5,1918,3
Bellevue,5,2.25,2900,1450,1.0,1985,3
Seattle,3,1.5,1760,1760,2.0,1922,3
Redmond,3,2.5,2490,2490,2.0,1993,3
Bothell,4,3.0,3550,2180,1.5,1990,4
Seattle,4,2.25,2430,1630,1.5,1928,4
Seattle,3,3.75,2670,2020,2.5,1977,4
Bellevue,4,2.5,2890,2890,2.0,2005,4
Bellevue,5,3.25,3760,2550,2.0,1984,4
Seattle,4,1.75,1880,1880,1.5,1924,4
Redmond,3,4.5,3850,3120,2.0,2013,4
Seattle,4,3.5,3390,2610,2.0,2014,4
Seattle,3,2.5,3280,1680,1.0,1970,4
Seattle,6,4.5,3830,3050,3.0,1919,4
Seattle,3,3.5,4660,3040,2.0,1909,4
Kent,2,0.75,660,660,1.0,1912,1
Auburn,4,1.75,2080,1050,1.0,1966,1
Seattle,4,1.0,1200,1200,1.5,1923,1
Burien,3,1.75,1570,1570,1.0,1960,1
Auburn,3,1.75,1770,1770,1.0,1959,1
Seattle,2,1.5,920,920,2.0,1995,1
Federal Way,4,2.25,2060,1200,1.0,1962,1
Renton,3,1.0,1020,1020,1.0,1959,1
Tukwila,3,1.0,1740,1020,1.0,1962,1
Auburn,4,2.5,1890,1890,2.0,1997,1
Auburn,5,2.5,2270,2270,2.0,1995,1
Seattle,2,1.0,870,870,1.0,1942,1
Maple Valley,3,2.5,1520,1520,2.0,2004,1
Renton,3,1.0,1440,1440,1.0,1967,1
Shoreline,2,1.0,1190,1190,1.0,1948,1
Kent,4,1.75,2600,1610,1.0,1969,2
Renton,3,1.75,1830,930,1.0,1950,2
Shoreline,8,2.75,2790,1470,1.0,1977,2
Seattle,3,1.0,1390,1390,1.5,1908,2
Kent,4,2.5,2300,2300,2.0,2001,2
Burien,4,2.5,2040,2040,2.0,1999,2
Seattle,2,1.0,860,860,1.0,1956,2
Kent,4,2.75,2640,2640,1.5,1963,2
Burien,5,1.75,1840,1360,1.0,1948,2
Issaquah,2,1.75,1410,900,1.5,2011,2
Shoreline,4,2.25,2230,1300,1.0,1963,2
Seattle,2,2.75,1350,1120,2.0,2006,2
Kirkland,4,2.5,1700,1700,1.0,1972,2
Seattle,3,1.5,1400,1400,3.0,2007,2
Seattle,3,1.5,1810,1030,1.0,1958,2
Seattle,3,2.5,1930,1300,2.0,2005,2
Seattle,3,2.5,2250,2250,2.0,2000,2
Redmond,3,1.75,1530,1530,2.0,1978,2
Federal Way,3,2.5,3316,3316,2.0,1986,2
Bellevue,2,1.5,1930,1930,2.0,1989,3
Bothell,5,3.25,2740,1390,1.0,1977,3
Renton,4,3.0,2590,2590,2.0,2014,3
Seattle,4,2.5,2020,1730,2.0,1943,3
Renton,3,2.5,2950,2950,2.0,2006,3
Redmond,4,2.5,2230,1430,1.0,1969,3
Seattle,3,1.75,1530,1410,1.0,1955,3
Seattle,5,3.0,2190,1490,2.0,1940,3
Redmond,5,2.25,3000,3000,2.0,1975,3
Bellevue,4,2.5,2800,1420,1.0,1970,3
Snoqualmie,3,2.5,2610,2610,2.0,2001,3
Bellevue,3,2.0,2300,1430,1.0,1955,3
Seattle,4,2.5,2360,1980,1.0,1977,3
Bellevue,3,2.25,1980,1980,1.0,1959,3
Seattle,3,4.0,2080,2080,3.0,1997,4
Kirkland,4,2.5,3150,3150,2.0,2002,4
Auburn,4,4.25,4930,4930,2.0,2005,4
Seattle,3,2.5,3230,2430,2.0,1945,4
Mercer Island,3,2.0,2470,2470,2.0,1961,4
Mercer Island,4,2.0,2490,2490,2.0,1968,4
Seattle,6,2.75,2520,2520,2.0,1954,4
Bellevue,4,2.5,2980,2980,2.0,1989,4
Seattle,3,3.25,3620,2730,2.0,2005,4
Renton,4,3.5,4370,4370,2.0,2008,4
Bellevue,4,5.0,4110,4110,2.0,1978,4
Redmond,4,3.75,5070,5070,2.0,2000,4
Kirkland,4,2.5,3160,3160,2.0,1995,4
Sammamish,3,2.5,2780,2110,1.5,1969,4
Kirkland,5,2.5,3580,3580,2.0,2000,4
Mercer Island,5,3.0,3420,2540,2.0,1952,4
Issaquah,3,2.5,2320,2320,2.0,2003,3
Seattle,3,1.75,1470,1030,1.0,1984,2
Seattle,3,2.5,1540,1390,3.0,1995,2
Seattle,4,3.0,3130,1750,1.5,1953,3
Mercer Island,4,2.25,2110,2110,2.0,1972,3
Kirkland,3,1.75,1480,1480,1.0,1975,2
Seattle,2,1.75,1990,1090,1.0,1952,2
Renton,2,1.0,1060,820,1.0,1981,1
Issaquah,2,1.0,1190,1190,1.0,1910,1
Federal Way,3,1.0,1100,1100,1.0,1961,1
Auburn,3,1.5,1180,1180,1.0,1968,1
Federal Way,3,1.0,960,960,1.0,1967,1
Auburn,3,1.0,1230,1230,1.0,1967,1
Renton,3,1.0,1390,1390,1.0,1954,1
Seattle,3,1.75,1140,1140,2.0,2014,1
Seattle,2,1.0,1500,1190,1.0,1926,1
Federal Way,4,2.25,1995,1995,2.0,1981,1
Shoreline,3,1.0,1560,910,1.0,1948,1
Bellevue,4,2.0,1700,850,1.0,1955,1
Enumclaw,3,1.75,1940,1940,1.5,1918,1
Seattle,3,1.5,1640,1640,2.0,1908,1
Maple Valley,3,2.5,1520,1520,2.0,2004,1
Renton,4,3.0,2200,2200,1.0,1960,1
Kent,4,2.5,2090,2090,2.0,2007,2
Seattle,3,1.0,930,930,1.5,1919,2
Kenmore,3,1.75,2220,1270,1.0,1950,2
Woodinville,3,1.0,1120,1120,1.0,1969,2
Auburn,3,2.0,2250,2250,1.5,1998,2
Seattle,2,1.5,800,800,1.0,1951,2
Snoqualmie,3,2.5,1450,1450,2.0,2004,2
Maple Valley,3,2.5,2370,2370,2.0,2014,2
Tukwila,3,1.5,1800,1800,2.0,1931,2
Shoreline,4,1.75,1590,1590,2.0,1960,2
Seattle,2,1.5,1260,1260,2.0,2001,2
Seattle,3,2.5,1601,1536,3.0,2007,2
Seattle,2,1.0,1190,1190,1.0,1981,2
North Bend,3,2.5,1920,1920,2.0,1993,2
Seattle,2,1.0,1290,1290,1.0,1906,2
Sammamish,3,2.25,1450,1450,2.0,1989,2
Issaquah,3,2.25,1620,1540,3.0,2009,2
Woodinville,3,1.75,2220,2220,1.0,1967,2
Seattle,3,2.0,1490,1490,2.0,1948,2
Seattle,5,1.75,1650,1650,1.5,1902,2
Seattle,2,2.0,1240,1240,2.0,1985,2
Kenmore,3,2.5,1990,1990,2.0,1993,2
Redmond,3,1.75,1480,1480,1.0,1971,2
Seattle,3,1.5,1740,1640,1.5,1920,2
Kirkland,5,2.5,2510,1490,1.0,1977,2
Bellevue,3,2.25,1680,1130,1.0,1959,2
Renton,4,2.5,2286,2286,2.0,2002,2
Bellevue,3,1.75,1880,1880,1.0,1984,2
Seattle,3,1.0,1890,1390,1.5,1901,2
Issaquah,3,2.5,1910,1910,2.0,2014,2
Seattle,3,2.5,1720,1720,2.0,2011,3
Renton,3,2.5,3030,3030,2.0,2009,3
Seattle,3,2.5,1420,1420,3.0,2014,3
Seattle,6,3.5,3000,1500,1.0,1979,3
Seattle,3,1.75,1320,870,1.0,1918,3
Des Moines,3,2.25,2590,2590,2.0,1984,3
